Jornada,Minuto,jugador,Tipo de Gol
29,42,"SIDIROPOULOS, ANASTASIOS",Normal
29,58,"AVILÉS MAESTRE, JOEL",Normal
29,88,"LOPEZ FERNANDEZ, MARC",Normal
