Jornada,Minuto,jugador,Tipo de Gol
10,20,"CANTALAPIEDRA LOBATO, IKER",Normal
10,38,"FEBRER VILLALONGA, ALBERT",Normal
10,47,"CHICA COMAS, JUAN A",Normal
