Jornada,Minuto,jugador,Tipo de Gol
29,23,"MORAGUES MORAGUES, JOAN",Normal
29,31,"TORRALBA TANUGGI, LUIS",Normal
29,36,"VIZCAINO SEGURA, ALAN",Normal
29,39,"CHICA COMAS, JUAN A",Normal
29,77,"CHICA COMAS, JUAN A",Normal
