Jornada,Minuto,jugador,Tipo de Gol
27,44,"GARCIA ALBA, JAVIER",Normal
27,70,"BELTRAN ALVAREZ, SERGIO",Normal
27,90,"GARCIA BISQUERRA, JAVIER",Normal
