Jornada,Minuto,jugador,Tipo de Gol
27,15,"MASSANET CABRER, FRANCESC",Normal
27,17,"GALLARDO DEL VALLE, BENJAMIN",Normal
27,23,"CLADERA SOBERATS, LLORENÇ",Penalti
27,84,"VIVES HIDALGO, IKER",Penalti
