Jornada,Minuto,jugador,Tipo de Gol
34,32,"MARTIN MONSALVE, IAN",Penalti
34,40,"FEBRER VILLALONGA, ALBERT",Normal
34,67,"BLANCO WEBER, LUCA",Normal
