Jornada,Minuto,jugador,Tipo de Gol
34,16,"SIDIROPOULOS, ANASTASIOS",Normal
34,22,"VERA SALINAS, ERIK",Normal
34,45,"RODRIGUEZ ROIG, ARIAN",Normal
34,69,"GORLA, AGUSTIN",Normal
