Jornada,Minuto,jugador,Tipo de Gol
31,8,"CASTAÑER PECELLIN, RAFAEL",Normal
31,58,"LEBRERO BENITEZ, HUGO",Normal
31,60,"LEBRERO BENITEZ, HUGO",Normal
31,79,"FUSTER GONZALEZ, SERGI",Normal
31,80,"TRIAY PETHERAM, TOMAS ISMAEL",Normal
