Jornada,Minuto,jugador,Tipo de Gol
27,12,"VIERA GONZALEZ, SANTIAGO",Normal
27,20,"KRZYZYK SERRANO, PEDRO",Normal
27,36,"CORDOBA TUR, MARC",Normal
27,71,"SARMIENTO CABAÑIN, GABRIEL A",Penalti
