Jornada,Minuto,jugador,Tipo de Gol
27,46,"FRANCO SINGEORZAN, ALEX",Penalti
27,60,"GIL GOMILA, XAYRON",Normal
27,63,"FRANCO SINGEORZAN, ALEX",Normal
27,65,"PORCEL MARTINEZ, JORDI",Normal
27,80,"PORCEL MARTINEZ, JORDI",Normal
27,89,ZAPATA,Normal
