Jornada,Minuto,jugador,Tipo de Gol
31,16,"EL ATTARINE BOUZID, MOHAMED",Normal
31,23,"EL HABBOULA EL KORTOBI, ABDELMOIZE",Normal
31,27,"DIAZ LLABRES, ISAAC",Normal
31,35,"EL ATTARINE BOUZID, MOHAMED",Normal
31,40,"LOPEZ MARI, PABLO",Normal
31,43,"EL ATTARINE BOUZID, MOHAMED",Normal
31,45,"DIAZ LLABRES, ISAAC",Normal
31,51,"DIAZ LLABRES, ISAAC",Normal
31,85,"IRUELA KLISHINA, DAVID",Normal
31,92,"BERNAL VOIGT, YAMPEL RICHARD",Normal
