Jornada,Minuto,jugador,Tipo de Gol
34,37,"CACERES COMAS, SERGI",Normal
34,38,"NAVARRO BEZARES, JAVIER",Normal
34,40,"BERNHARDT, JOEL PIOTR",Normal
