Jornada,Minuto,jugador,Tipo de Gol
32,15,"FERNANDEZ REY, RAUL",Normal
32,36,"FERNANDEZ REY, RAUL",Penalti
32,48,"MARTIN CABALLERO, ANGEL",Normal
32,52,"MENDOZA SOLER, MARIO",Normal
32,60,"DE OLIVEIRA MESSIAS, KLAYVER",Normal
32,70,"FERNANDEZ REY, RAUL",Penalti
