Jornada,Minuto,jugador,Tipo de Gol
10,4,"CORDOBA TUR, MARC",Normal
10,14,"AMENGUAL LIRIO, IVAN",Normal
10,17,"KRZYZYK SERRANO, PEDRO",Normal
10,38,"SANCHO OLIVER, PEDRO",Normal
10,44,"KRZYZYK SERRANO, PEDRO",Penalti
10,60,"EL ATTARINE BOUZID, MOHAMED",Normal
