Jornada,Minuto,jugador,Tipo de Gol
18,22,"DE OLIVEIRA MESSIAS, EMMANUEL",Normal
18,24,"PEREZ MARTIN, IGNACIO",Normal
18,30,"ALMERING, BEPPE",Normal
18,52,"DE OLIVEIRA MESSIAS, EMMANUEL",Normal
18,56,"ELHADJ ABDOULAYE, BALDE",Normal
18,71,"SANCHEZ RAMIREZ, JAVIER",Penalti
