Jornada,Minuto,jugador,Tipo de Gol
33,12,"RETTICH SOLER, JOSEP",Penalti
33,33,"RETTICH SOLER, JOSEP",Penalti
33,50,"VILLARRAMIEL PIÑEIRO, IVAN",Normal
33,55,"GONZÁLEZ ONETO, ASSIER",Normal
