Jornada,Minuto,jugador,Tipo de Gol
34,26,"LOPEZ FUXA, AARON",Normal
34,50,"FRANCO SINGEORZAN, ALEX",Normal
34,86,"NDIR GUEYE, MOUHAMADOUL LAMIN",Normal
