Jornada,Minuto,jugador,Tipo de Gol
27,17,"CANTALAPIEDRA LOBATO, IKER",Normal
27,45,"GOMILA BOSCH, LLUÍS",Normal
27,52,"RETTICH SOLER, JOSEP",Normal
