jornada,equipo_local,equipo_visitante,cod_acta,link_acta
19,UD MAHON,PALMA F.C.,670677,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670677&cod_acta=670677
19,"SAN FRANCISCO ""B""","PENYA INDEPENDENT ""A""",670678,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670678&cod_acta=670678
19,"SANTA CATALINA ATº ""A""","FERRERIES ""A""",670679,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670679&cod_acta=670679
19,"PLA DE NA TESA ""A""","PENYA ARRABAL ""A""",670680,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670680&cod_acta=670680
19,"CONSTANCIA ""A""","SD LA SALLE ""A""",670681,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670681&cod_acta=670681
19,"PLATGES DE CALVIA ""A""","MALLORCA ""B""",670682,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670682&cod_acta=670682
19,"PENYA CIUTADELLA ESPORTIVA ""A""","POBLENSE ""A""",670683,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670683&cod_acta=670683
19,"U D IBIZA ""A""",SP. ATº CIUTAT DE PALMA,670684,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670684&cod_acta=670684
19,"ANDRATX ""A""","MANACOR ""A""",670532,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670532&cod_acta=670532
