jornada,equipo_local,equipo_visitante,cod_acta,link_acta
7,"FERRERIES ""A""","PENYA ARRABAL ""A""",670569,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670569&cod_acta=670569
7,"PENYA INDEPENDENT ""A""","SD LA SALLE ""A""",670570,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670570&cod_acta=670570
7,PALMA F.C.,"MALLORCA ""B""",670571,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670571&cod_acta=670571
7,"SAN FRANCISCO ""B""","POBLENSE ""A""",670572,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670572&cod_acta=670572
7,"SANTA CATALINA ATº ""A""",SP. ATº CIUTAT DE PALMA,670573,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670573&cod_acta=670573
7,"PLA DE NA TESA ""A""","ANDRATX ""A""",670574,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670574&cod_acta=670574
7,"CONSTANCIA ""A""","MANACOR ""A""",670575,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670575&cod_acta=670575
7,"PLATGES DE CALVIA ""A""","U D IBIZA ""A""",670576,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670576&cod_acta=670576
7,UD MAHON,"PENYA CIUTADELLA ESPORTIVA ""A""",670577,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670577&cod_acta=670577
