jornada,equipo_local,equipo_visitante,cod_acta,link_acta
28,"MALLORCA ""B""","SD LA SALLE ""A""",670758,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670758&cod_acta=670758
28,"POBLENSE ""A""","PENYA ARRABAL ""A""",670759,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670759&cod_acta=670759
28,SP. ATº CIUTAT DE PALMA,"FERRERIES ""A""",670760,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670760&cod_acta=670760
28,"ANDRATX ""A""","PENYA INDEPENDENT ""A""",670761,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670761&cod_acta=670761
28,"MANACOR ""A""",PALMA F.C.,670762,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670762&cod_acta=670762
28,"U D IBIZA ""A""","SAN FRANCISCO ""B""",670763,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670763&cod_acta=670763
28,"PENYA CIUTADELLA ESPORTIVA ""A""","SANTA CATALINA ATº ""A""",670764,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670764&cod_acta=670764
28,"PLATGES DE CALVIA ""A""","PLA DE NA TESA ""A""",670765,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670765&cod_acta=670765
28,"CONSTANCIA ""A""",UD MAHON,670766,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670766&cod_acta=670766
