jornada,equipo_local,equipo_visitante,cod_acta,link_acta
2,PALMA F.C.,UD MAHON,670524,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670524&cod_acta=670524
2,"PENYA INDEPENDENT ""A""","SAN FRANCISCO ""B""",670525,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670525&cod_acta=670525
2,"FERRERIES ""A""","SANTA CATALINA ATº ""A""",670526,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670526&cod_acta=670526
2,"PENYA ARRABAL ""A""","PLA DE NA TESA ""A""",670527,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670527&cod_acta=670527
2,"SD LA SALLE ""A""","CONSTANCIA ""A""",670528,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670528&cod_acta=670528
2,"MALLORCA ""B""","PLATGES DE CALVIA ""A""",670529,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670529&cod_acta=670529
2,"POBLENSE ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670530,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670530&cod_acta=670530
2,SP. ATº CIUTAT DE PALMA,"U D IBIZA ""A""",670531,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670531&cod_acta=670531
2,"MANACOR ""A""","ANDRATX ""A""",670685,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670685&cod_acta=670685
