jornada,equipo_local,equipo_visitante,cod_acta,link_acta
10,"SD LA SALLE ""A""",UD MAHON,718231,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=718231&cod_acta=718231
10,"MALLORCA ""B""","PENYA ARRABAL ""A""",720697,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=720697&cod_acta=720697
10,"POBLENSE ""A""","FERRERIES ""A""",,
10,SP. ATº CIUTAT DE PALMA,"PENYA INDEPENDENT ""A""",,
10,"ANDRATX ""A""",PALMA F.C.,670600,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670600&cod_acta=670600
10,"MANACOR ""A""","SAN FRANCISCO ""B""",720698,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=720698&cod_acta=720698
10,"U D IBIZA ""A""","SANTA CATALINA ATº ""A""",718212,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=718212&cod_acta=718212
10,"PENYA CIUTADELLA ESPORTIVA ""A""","PLA DE NA TESA ""A""",718163,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=718163&cod_acta=718163
10,"PLATGES DE CALVIA ""A""","CONSTANCIA ""A""",670604,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670604&cod_acta=670604
