jornada,equipo_local,equipo_visitante,cod_acta,link_acta
12,"MALLORCA ""B""",UD MAHON,670614,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670614&cod_acta=670614
12,"POBLENSE ""A""","SD LA SALLE ""A""",670615,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670615&cod_acta=670615
12,SP. ATº CIUTAT DE PALMA,"PENYA ARRABAL ""A""",670616,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670616&cod_acta=670616
12,"ANDRATX ""A""","FERRERIES ""A""",670617,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670617&cod_acta=670617
12,"MANACOR ""A""","PENYA INDEPENDENT ""A""",670618,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670618&cod_acta=670618
12,"U D IBIZA ""A""",PALMA F.C.,670619,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670619&cod_acta=670619
12,"PENYA CIUTADELLA ESPORTIVA ""A""","SAN FRANCISCO ""B""",670620,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670620&cod_acta=670620
12,"PLATGES DE CALVIA ""A""","SANTA CATALINA ATº ""A""",670621,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670621&cod_acta=670621
12,"CONSTANCIA ""A""","PLA DE NA TESA ""A""",670622,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670622&cod_acta=670622
