jugador_entra,jugador_sale,Minuto,equipo
"CAMPS CARETA, PERE","FEBRER VILLALONGA, ALBERT",52,FERRERIES A
"BOSCH VALDERRABANO, TONI","AMELLER RIUDAVETS, JOSEP",52,FERRERIES A
"BOSCH PULIDO, NIL","PULIDO COLL, IZAN",52,FERRERIES A
"MARIN HERNANDEZ, PAU","PONS CARRERAS, ANGEL",68,FERRERIES A
"CANTALAPIEDRA LOBATO, IKER","GOMILA BOSCH, LLUÍS",78,FERRERIES A
"GARCIA MEDRANO, MARCOS","ALCOLEA ESCORCIA, CARLOS",51,PLATGES DE CALVIA A
"HOMANN KRIEK, KHEIDIN GERALD","MAGAN MITCHELL SMITH, MIGUEL",64,PLATGES DE CALVIA A
"CARDONA MARTIN, MARCOS","CASAUS SANCHEZ, JOSE IGNACIO",72,PLATGES DE CALVIA A
"VIOLA, RICCARDO","GAYUBAS GONZALEZ, LUIS MIGUEL",72,PLATGES DE CALVIA A
