jugador_entra,jugador_sale,Minuto,equipo
"FAQUINETTI VERGILIO, SAMUEL","ESCANDELL RIBAS, JOAN",43,PENYA INDEPENDENT A
"CREUHERAS GARCIA, MATHEO","FERRER TORRES, PEDRO",46,PENYA INDEPENDENT A
"PRATS RIPOLL, MIQUEL","GRANDA VILLAVICENCIO, DAVID JOAN",46,PENYA INDEPENDENT A
"EL HABBOULA EL KORTOBI, ABDELMOIZE","FERRER ROIG, JAUME",46,PENYA INDEPENDENT A
"BOLIVAR PERAL, ROGER","GOMEZ GORDILLO, RAUL",53,UD MAHON
"ESPINOZA ARMIJOS, CARLOS ANDRES","DE LA PUENTE JAÑEZ, NICOLAS",58,UD MAHON
"GRUBAC, NOA","TEJEDOR MORENO, ALEJANDRO",64,UD MAHON
"ELHADJ ABDOULAYE, BALDE","SINTES MELERO, ALVARO",64,UD MAHON
