jugador_entra,jugador_sale,Minuto,equipo
"ARGUIMBAU ALLES, MACIA","PASCUAL GORNES, ENRIC",60,PENYA CIUTADELLA ESPORTIVA A
"TALTAVULL VALVERDE, IAN","PONCIANO BUESO, JOSEP",83,PENYA CIUTADELLA ESPORTIVA A
"CAMPS SEOANE, VICTOR","LOPEZ GONZALEZ, ALEJANDRO",89,PENYA CIUTADELLA ESPORTIVA A
"PALLICER AGUILO, XAVIER","FLORIT ANGLADA, JOSEP",89,PENYA CIUTADELLA ESPORTIVA A
"ADROVER GARRIDO, ALBERT","CORCHADO JIMENEZ, ISAAC",45,MANACOR A
"POSTIGO GARAT, RAUL","GUICHANDUT GOMILA, MARC",45,MANACOR A
"MARCOS MONGE, IKER","RODRIGUEZ LOPEZ, RAUL",45,MANACOR A
"MONTES CARDONA, CHRISTIAN","GRAHAM, NATHAN STUART",68,MANACOR A
"RODRIGUEZ GALDON, DANIEL","TRIAY PETHERAM, TOMAS ISMAEL",80,MANACOR A
