jugador_entra,jugador_sale,Minuto,equipo
"DE LA PUERTA MARTORELL, JAUME","CANTALAPIEDRA LOBATO, IKER",25,FERRERIES A
"CAMPS CARETA, PERE","BOSCH PULIDO, NIL",55,FERRERIES A
"JANER BOSCH, NOFRE","FLORES BARRERA, GERARD",55,FERRERIES A
"FAMIGLIETTI MARQUEZ, LUCA","PONS CARRERAS, ANGEL",84,FERRERIES A
"MORAGUES MORAGUES, JOAN","FERNANDEZ HEREDIA, ALEJANDRO",36,POBLENSE A
"GIBSON, JASPER","AGUILERA PERELLO, ADRIÀ",78,POBLENSE A
"ASBAI HAMOUTI, ALI","CAIMARI FIGUEROLA, JAUME",90,POBLENSE A
"MEFTAH ES SALEMY, BILAL","FERRER RIGO, SEBASTIÀ",90,POBLENSE A
"MENDEZ DUARTE, IVAN","VIVES COMAS, JOAN JORDI",90,POBLENSE A
