jugador_entra,jugador_sale,Minuto,equipo
"GIRALDE BAUZA, JAVIER","ALARCON CAVERO, JOEL",61,SAN FRANCISCO B
"SUÁREZ SERRA, ALEX","MASSANET CABRER, FRANCESC",61,SAN FRANCISCO B
"LLEDO SAMPOL, ADRIA","CARDONA ALCANTARA, MARC",61,SAN FRANCISCO B
"RIBAS MUÑOZ, SERGI","BADJINKA NDIAYE, BUBAKAR",73,SAN FRANCISCO B
"CONDE PEREIRA, ALEJANDRO MANUEL","SALAMANCA GALERA, AITOR",79,SAN FRANCISCO B
"FERRER RIGO, SEBASTIÀ","AGUILERA PERELLO, ADRIÀ",68,POBLENSE A
"TUR ESCALAS, TONI","MENDEZ DUARTE, IVAN",68,POBLENSE A
"CAIMARI FIGUEROLA, JAUME","MORAGUES MORAGUES, JOAN",79,POBLENSE A
"MEFTAH ES SALEMY, BILAL","GONZÁLEZ ONETO, ASSIER",90,POBLENSE A
