jugador_entra,jugador_sale,Minuto,equipo
"ASAMOAH ASANTEWAA, DENIS","COULIBALY COULIBALY, MADANE",45,PLA DE NA TESA A
"AIT SAID TAFZATI, NABIL","MORA GISPERT, HUGO",67,PLA DE NA TESA A
"MESA ZAFRA, CHRISTIAN","DRAGHI, MAXIMO",79,PLA DE NA TESA A
"FERRER FERNANDEZ, ALEJANDRO","FERNÁNDEZ RODRÍGUEZ, IKER",83,PLA DE NA TESA A
"MASCARÓ SERVERA, JUAN","MONTES MORALES, ADRIAN",83,PLA DE NA TESA A
"PETRARCA, ELIA","AMAYA MALENO, FRANCISCO",59,SD LA SALLE A
"SALMERON SEGURA, JONATHAN","FUSTER CORTES, FERNANDO",72,SD LA SALLE A
"MARTI RODRIGUEZ, IVAN","ARBOS DENGRA, DIEGO",81,SD LA SALLE A
