jugador_entra,jugador_sale,Minuto,equipo
"JUANEDA JUANEDA, JOSEP","LEON JUAN, VICTOR",62,PENYA CIUTADELLA ESPORTIVA A
"CAPO MORA, MARC","FLORIT ANGLADA, JOSEP",62,PENYA CIUTADELLA ESPORTIVA A
"LOPEZ GONZALEZ, ALEJANDRO","MOLL PONS, ROBERTO",66,PENYA CIUTADELLA ESPORTIVA A
"ACHEKHLAF BENSSAID, AYOUD","TRIAY SASTRE, ADRIA",90,PENYA CIUTADELLA ESPORTIVA A
"ELIAS ARANDIA, SAMUEL ABEL","GARCIA ALBA, JAVIER",59,U D IBIZA A
"VALLS ANIORTE, TARIKU","BERNASCONI, SANTINO",62,U D IBIZA A
"RODRIGUEZ ROIG, ARIAN","MARTOS VERGARA, DANIEL",79,U D IBIZA A
"TORRES RIERA, LLUC","AGUILAR COSTA, MARTÍ",79,U D IBIZA A
