jugador_entra,jugador_sale,Minuto,equipo
"PATRICIO GUAL, MARC","CHUKWUKERE PULLET, GREGORY IKECHUKWU",57,CONSTANCIA A
"COLL AREVALO, JORDI","BLANCO WEBER, LUCA",57,CONSTANCIA A
"BALLE BRUNET, JOAN","BOTELLO CARMONA, PAU",67,CONSTANCIA A
"CABEZAS GALLARDO, MANUEL","OLIVER GELABERT, PERE",67,CONSTANCIA A
"SABATER SANCHO, MARC","MARTIN MONSALVE, IAN",86,CONSTANCIA A
"ELIAS ARANDIA, SAMUEL ABEL","GARCIA ALBA, JAVIER",45,U D IBIZA A
"MARTOS VERGARA, DANIEL","VALLS ANIORTE, TARIKU",51,U D IBIZA A
"TORRES RIERA, LLUC","LOPEZ CAPACETE, KENAI",67,U D IBIZA A
"SANCHEZ LUIS, MARCO","BERNASCONI, SANTINO",79,U D IBIZA A
