jugador_entra,jugador_sale,Minuto,equipo
"BORDOY LEAL, PEDRO","CONDE PEREIRA, ALEJANDRO MANUEL",60,SAN FRANCISCO B
"MASSANET CABRER, FRANCESC","SILVA SALINAS, ALEJANDRO",60,SAN FRANCISCO B
"ALARCON CAVERO, JOEL","BADJINKA NDIAYE, BUBAKAR",72,SAN FRANCISCO B
"TEJADA RODRIGUEZ, JOAN","SUÁREZ SERRA, ALEX",83,SAN FRANCISCO B
"IRUELA KLISHINA, DAVID","LLAMAS MARTINEZ, ERIC",58,PENYA INDEPENDENT A
"CORDOBA TUR, MARC","LOPEZ MARI, PABLO",65,PENYA INDEPENDENT A
"CREUHERAS GARCIA, MATHEO","EL HABBOULA EL KORTOBI, ABDELMOIZE",65,PENYA INDEPENDENT A
"OROZCO RIERA, ASIER","BERNHARDT, JOEL PIOTR",80,PENYA INDEPENDENT A
"GRANDA VILLAVICENCIO, DAVID JOAN","FAQUINETTI VERGILIO, SAMUEL",80,PENYA INDEPENDENT A
