jugador_entra,jugador_sale,Minuto,equipo
"MASCARELL LLABRES, MARC","MARTIN CABALLERO, ANGEL",46,SANTA CATALINA ATº A
"LOMAS SERVERA, PAU","MENDOZA SOLER, MARIO",55,SANTA CATALINA ATº A
"DEYÀ BELTRÁN, SEBASTIÀ","EZ ZARY SAIDI, ISMAEL",55,SANTA CATALINA ATº A
"GARCIAS LLABRES, MIQUEL","ADROVER MELIS, FRANCESC",92,SANTA CATALINA ATº A
"PEREZ SILVENTE, ALEJANDRO","CARDONA MARTIN, MARCOS",46,PLATGES DE CALVIA A
"PUJOL ALOMAR, TELM","MAGAN MITCHELL SMITH, MIGUEL",58,PLATGES DE CALVIA A
