jugador_entra,jugador_sale,Minuto,equipo
"FAQUINETTI VERGILIO, SAMUEL","FERRER TORRES, PEDRO",46,PENYA INDEPENDENT A
"EL HABBOULA EL KORTOBI, ABDELMOIZE","CORDOBA TUR, MARC",60,PENYA INDEPENDENT A
"BERNHARDT, JOEL PIOTR","LOPEZ MARI, PABLO",71,PENYA INDEPENDENT A
"IRUELA KLISHINA, DAVID","ODERA PACILIO, SANTIAGO",83,PENYA INDEPENDENT A
"GRANDA VILLAVICENCIO, DAVID JOAN","EL ATTARINE BOUZID, MOHAMED",83,PENYA INDEPENDENT A
"LAKHAL ZEROUALE, SAAD","POSTIGO GARAT, RAUL",76,MANACOR A
"TRIAY PETHERAM, TOMAS ISMAEL","VIVES HIDALGO, IKER",76,MANACOR A
"DOMINICI ALMONTE, ANTHONY DE JESUS","MARCOS MONGE, IKER",83,MANACOR A
"LAMSIAH AJGHOUF, OSSAMA","BAUZA COMPANY, JOAN",89,MANACOR A
