jugador_entra,jugador_sale,Minuto,equipo
"DIALLO CONDE, ABDOURAHAMANE","GARCIA LLOMPART, RAFEL",54,MALLORCA B
"CORCINO MUÑOZ, ANDRES","MARTINEZ BELA, JAVIER",72,MALLORCA B
"ABRAHAM BOLAÑOS, ISAAC","KRZYZYK SERRANO, PEDRO",74,SP. ATº CIUTAT DE PALMA
"GOMEZ BLANCA, AARON","KRAUSSE, IGNACIO TOMAS",80,SP. ATº CIUTAT DE PALMA
"GOMEZ BARBOSA, RICARDO ADRIAN","AMENGUAL LIRIO, IVAN",88,SP. ATº CIUTAT DE PALMA
"FERNÁNDEZ CASSO, ALBERTO","SARMIENTO CABAÑIN, GABRIEL A",88,SP. ATº CIUTAT DE PALMA
"MORETTI, VALENTINO","SANCHO OLIVER, PEDRO",88,SP. ATº CIUTAT DE PALMA
