jugador_entra,jugador_sale,Minuto,equipo
"LOPEZ FUXA, AARON","GARCIAS LLABRES, MIQUEL",56,SANTA CATALINA ATº A
"EZ ZARY SAIDI, ISMAEL","LOMAS SERVERA, PAU",56,SANTA CATALINA ATº A
"VICH FORTEZA, LLUC","MARTIN CABALLERO, ANGEL",56,SANTA CATALINA ATº A
"MENDOZA SOLER, MARIO","ADROVER MELIS, FRANCESC",60,SANTA CATALINA ATº A
"LLEDO SAMPOL, ADRIA","ALARCON CAVERO, JOEL",46,SAN FRANCISCO B
"LEDESMA COR, MATEU","ANDEBUELA BARRIOS, PABLO",69,SAN FRANCISCO B
"CONDE PEREIRA, ALEJANDRO MANUEL","LUNEGRO, BRUNO",80,SAN FRANCISCO B
"GIRALDE BAUZA, JAVIER","GALLARDO DEL VALLE, BENJAMIN",88,SAN FRANCISCO B
"RIBAS MUÑOZ, SERGI","LOPEZ CABRERA, JESUS",88,SAN FRANCISCO B
