jugador_entra,jugador_sale,Minuto,equipo
"AMAYA MALENO, FRANCISCO","RODRIGUEZ MONGELOS, GAEL PAU",59,SD LA SALLE A
"SALMERON SEGURA, JONATHAN","ESCUERO PARDOS, MARTI",64,SD LA SALLE A
"MARTI RODRIGUEZ, IVAN","PUYA TUR, OSCAR",75,SD LA SALLE A
"JANER BOSCH, NOFRE","BOSCH PULIDO, NIL",52,FERRERIES A
"ROTGER LÓPEZ, LLUC","PULIDO COLL, IZAN",52,FERRERIES A
"CANTALAPIEDRA LOBATO, IKER","CAMPS CARETA, PERE",63,FERRERIES A
"BOSCH VALDERRABANO, TONI","DE LA PUERTA MARTORELL, JAUME",66,FERRERIES A
