jugador_entra,jugador_sale,Minuto,equipo
"GARCIA MEDRANO, MARCOS","HOLLINGSWORTH, HARRY RICHARD",46,PLATGES DE CALVIA A
"HOMANN KRIEK, KHEIDIN GERALD","PARRA VIZUETE, DANIEL",57,PLATGES DE CALVIA A
"GARCÍA RODRÍGUEZ, UNAI","CARDONA MARTIN, MARCOS",57,PLATGES DE CALVIA A
"MATAS OLIVER, PABLO","PUJOL ALOMAR, TELM",57,PLATGES DE CALVIA A
"MAGAN MITCHELL SMITH, MIGUEL","GAYUBAS GONZALEZ, LUIS MIGUEL",57,PLATGES DE CALVIA A
"ABRUDAN, RUBEN NATAEL","BERNHARDT, JOEL PIOTR",77,PENYA INDEPENDENT A
"RAMON DIAZ, HUGO","LLAMAS MARTINEZ, ERIC",85,PENYA INDEPENDENT A
