jugador_entra,jugador_sale,Minuto,equipo
"SABATER SANCHO, MARC","COMPANY INGLA, JAUME",65,CONSTANCIA A
"BOTELLO CARMONA, PAU","BALLE BRUNET, JOAN",65,CONSTANCIA A
"COLL AREVALO, JORDI","MORENO GODOY, NICOLAS",70,CONSTANCIA A
"RIBAS ROSALIA, XAVIER","CABEZAS GALLARDO, MANUEL",70,CONSTANCIA A
"OLIVER GELABERT, PERE","MAIRATA NOGUERA, ADRIA",76,CONSTANCIA A
"ARGUIMBAU ALLES, MACIA","LEON JUAN, VICTOR",45,PENYA CIUTADELLA ESPORTIVA A
"CAMPS SEOANE, VICTOR","PASCUAL GORNES, ENRIC",60,PENYA CIUTADELLA ESPORTIVA A
"PALLICER AGUILO, XAVIER","TALTAVULL JUANEDA, JOAN",60,PENYA CIUTADELLA ESPORTIVA A
"FEDELICH MARQUES, JAN","AGUILAR BOSCH, DAVID",67,PENYA CIUTADELLA ESPORTIVA A
