jugador_entra,jugador_sale,Minuto,equipo
"BAUZÁ CASTILLA, SANDRO","PETRARCA, ELIA",62,SD LA SALLE A
"SALMERON SEGURA, JONATHAN","FUSTER CORTES, FERNANDO",62,SD LA SALLE A
"GIL MASSANET, LLUIS","GARCÍA GARCÍA, ÁLVARO",67,SD LA SALLE A
"HOMAR GARCIA, ROMAN","ARBOS DENGRA, DIEGO",67,SD LA SALLE A
"MARCH MOLINA, MARCOS","VIVARES ARANDA, YANNICK",77,SD LA SALLE A
"ROMAN DE REMENTERIA, ASIER","FONTCUBERTA GALINDO, GABRIEL",46,CONSTANCIA A
"BOTELLO CARMONA, PAU","GALVEZ ESPINOZA, BRAD ANTONY",58,CONSTANCIA A
"OLIVER GELABERT, PERE","CABEZAS GALLARDO, MANUEL",71,CONSTANCIA A
"CHUKWUKERE PULLET, GREGORY IKECHUKWU","BLANCO WEBER, LUCA",77,CONSTANCIA A
