jugador_entra,jugador_sale,Minuto,equipo
"MONTES MORALES, ADRIAN","ASAMOAH ASANTEWAA, DENIS",46,PLA DE NA TESA A
"CACERES COMAS, SERGI","MORA GISPERT, HUGO",78,PLA DE NA TESA A
"ALONSO MUNICIO, PABLO","MONTALBAN ROMERO, MILO JERONIMO",82,PLA DE NA TESA A
"MESA ZAFRA, CHRISTIAN","DRAGHI, MAXIMO",89,PLA DE NA TESA A
"KRZYZYK SERRANO, PEDRO","BARRY DIALLO, MAMADOU ALIOU",59,SP. ATº CIUTAT DE PALMA
"AMENGUAL LIRIO, IVAN","KRAUSSE, IGNACIO TOMAS",67,SP. ATº CIUTAT DE PALMA
"MUNAR LAZARO, DANIEL","GAETE MARTINEZ, ISMAEL",72,SP. ATº CIUTAT DE PALMA
"FERNÁNDEZ CASSO, ALBERTO","ABRAHAM BOLAÑOS, ISAAC",72,SP. ATº CIUTAT DE PALMA
