jugador_entra,jugador_sale,Minuto,equipo
"HOMAR GARCIA, ROMAN","JIMENEZ PASTOR, IKER",61,ANDRATX A
"TUR HORRACH, HUG","ALMERING, BEPPE",61,ANDRATX A
"KRAWIETZ, FRANZ PETER","VARGAS RODRIGUEZ, NICOLAS",79,ANDRATX A
"POLINTANG ANCHETA, GIANNE LARRY","SANCHEZ RAMIREZ, JAVIER",84,ANDRATX A
"ALARCON FERRER, ADRIAN","LUPIAÑEZ ALEMANY, TONI",84,ANDRATX A
"GARCES NAVARRETE, JEREMY","ARIAS BESTARD, ENZO",66,PENYA ARRABAL A
"HERRERA IGLESIAS, ADRIAN","SEGUI ESTEBAN, IAN",73,PENYA ARRABAL A
"ROTTLANDER, LENNOX MARKUS","CASTAÑER PECELLIN, RAFAEL",85,PENYA ARRABAL A
"VALLESPIR TIMONER, PERE MARC","MORENO PUJOL, JAVIER",85,PENYA ARRABAL A
