jugador_entra,jugador_sale,Minuto,equipo
"ABRAHAM BOLAÑOS, ISAAC","ORDOÑEZ QUETGLAS, MARC",46,SP. ATº CIUTAT DE PALMA
"KRAUSSE, IGNACIO TOMAS","PUJOL FONT, JAUME",46,SP. ATº CIUTAT DE PALMA
"FERNÁNDEZ CASSO, ALBERTO","AMENGUAL LIRIO, IVAN",73,SP. ATº CIUTAT DE PALMA
"CORTES MONTANER, LUIS","MUNAR LAZARO, DANIEL",82,SP. ATº CIUTAT DE PALMA
"MARTIN CABALLERO, ANGEL","ADROVER MELIS, FRANCESC",48,SANTA CATALINA ATº A
"MENDOZA SOLER, MARIO","MASCARELL LLABRES, MARC",57,SANTA CATALINA ATº A
"LOMAS SERVERA, PAU","DEYÀ BELTRÁN, SEBASTIÀ",85,SANTA CATALINA ATº A
"ALARCON RAGO, THIAGO","GARCIAS LLABRES, MIQUEL",85,SANTA CATALINA ATº A
