jugador_entra,jugador_sale,Minuto,equipo
"ASAMOAH ASANTEWAA, DENIS","NAVARRO BEZARES, JAVIER",46,PLA DE NA TESA A
"DRAGHI, MAXIMO","MESA ZAFRA, CHRISTIAN",51,PLA DE NA TESA A
"CACERES COMAS, SERGI","MORA GISPERT, HUGO",75,PLA DE NA TESA A
"MONTALBAN ROMERO, MILO JERONIMO","MASCARÓ SERVERA, JUAN",75,PLA DE NA TESA A
"FERNÁNDEZ RODRÍGUEZ, IKER","OSEGIE AMADASUN, MARVIN ISOKEN",82,PLA DE NA TESA A
"VERA SALINAS, ERIK","VERD ALONSO, ABEL",31,MALLORCA B
"CORCINO MUÑOZ, ANDRES","SIDIROPOULOS, ANASTASIOS",61,MALLORCA B
"GARCIA LLOMPART, RAFEL","TEJADA LLADONET, ORIOL",85,MALLORCA B
"COCA ANTELO, ANDREW","BURGAYA GENOVART, FERRAN",85,MALLORCA B
