jugador_entra,jugador_sale,Minuto,equipo
"EL HABBOULA EL KORTOBI, ABDELMOIZE","FERRER TORRES, PEDRO",40,PENYA INDEPENDENT A
"ODERA PACILIO, SANTIAGO","GHARBI KHAMMAL EL BAKKALI, NASROLLAH",46,PENYA INDEPENDENT A
"MARTINEZ GARCIA, ENRIQUE","OROZCO RIERA, ASIER",46,PENYA INDEPENDENT A
"LLAMAS MARTINEZ, ERIC","FAQUINETTI VERGILIO, SAMUEL",69,PENYA INDEPENDENT A
"MORA GISPERT, HUGO","CACERES COMAS, SERGI",58,PLA DE NA TESA A
"MONTALBAN ROMERO, MILO JERONIMO","AIT SAID TAFZATI, NABIL",58,PLA DE NA TESA A
"MASCARÓ SERVERA, JUAN","ONCALA CARAVACA, DANIEL",83,PLA DE NA TESA A
