jugador_entra,jugador_sale,Minuto,equipo
"DELICADO NIEWIAROWSKI, NICOLAS JAYDON","ELHADJ ABDOULAYE, BALDE",57,UD MAHON
"GRUBAC, NOA","SINTES MELERO, ALVARO",57,UD MAHON
"IZAGUIRRE RODRIGUEZ, RICARDO ABRAHAM","LASSO VIAFARA, ANDRES FELIPE",61,UD MAHON
"AMELLER ENRICH, LLORENÇ","BOLIVAR PERAL, ROGER",82,UD MAHON
"LOPEZ FERNANDEZ, MARC","DIALLO, FODE",82,UD MAHON
"SANCHIS MARTINEZ, DAVID","PUJOL ALOMAR, TELM",62,PLATGES DE CALVIA A
"MAGAN MITCHELL SMITH, MIGUEL","CASAUS SANCHEZ, JOSE IGNACIO",81,PLATGES DE CALVIA A
