jugador_entra,jugador_sale,Minuto,equipo
"PATRICIO TORRRENS, JUAN","HOMAR GARCIA, ROMAN",67,ANDRATX A
"SANCHEZ JIMENEZ, FERNANDO","CASTELLO FERRA, JOAN",67,ANDRATX A
"DOBLAS TORRES, MIGUEL","OPREA, ALESSIO MIHAI",76,ANDRATX A
"JIMENEZ PASTOR, IKER","ROGEL ARRIAGA, BRYAN STALIN",81,ANDRATX A
"AGUILAR COSTA, MARTÍ","ROMAN MUÑOZ, ETHAN",46,U D IBIZA A
"TORRES RIERA, LLUC","RODRIGUEZ ROIG, ARIAN",62,U D IBIZA A
"ELIAS ARANDIA, SAMUEL ABEL","GARCIA ALBA, JAVIER",73,U D IBIZA A
