jugador_entra,jugador_sale,Minuto,equipo
"ORTIZ CARROZA, ABRAHAM","CORCHADO JIMENEZ, ISAAC",54,MANACOR A
"MORALES RODRIGUEZ, MIGUEL ANGEL","DOMINICI ALMONTE, ANTHONY DE JESUS",54,MANACOR A
"POSTIGO GARAT, RAUL","MORAGUES LLULL, TONI",68,MANACOR A
"TRIAY PETHERAM, TOMAS ISMAEL","MARCOS MONGE, IKER",80,MANACOR A
"LAKHAL ZEROUALE, SAAD","VIVES HIDALGO, IKER",80,MANACOR A
"GARCIAS LLABRES, MIQUEL","ALARCON RAGO, THIAGO",65,SANTA CATALINA ATº A
"MARTIN CABALLERO, ANGEL","ADROVER MELIS, FRANCESC",65,SANTA CATALINA ATº A
"MASCARELL LLABRES, MARC","MENDOZA SOLER, MARIO",72,SANTA CATALINA ATº A
"EZ ZARY SAIDI, ISMAEL","DEYÀ BELTRÁN, SEBASTIÀ",80,SANTA CATALINA ATº A
