jugador_entra,jugador_sale,Minuto,equipo
"EL HABBOULA EL KORTOBI, ABDELMOIZE","FERRER ROIG, JAUME",45,PENYA INDEPENDENT A
"LLAMAS MARTINEZ, ERIC","GHARBI KHAMMAL EL BAKKALI, NASROLLAH",45,PENYA INDEPENDENT A
"CREUHERAS GARCIA, MATHEO","LOPEZ MARI, PABLO",63,PENYA INDEPENDENT A
"FERRER TORRES, PEDRO","OROZCO RIERA, ASIER",63,PENYA INDEPENDENT A
"BERNHARDT, JOEL PIOTR","PRATS RIPOLL, MIQUEL",80,PENYA INDEPENDENT A
"MEDINA ARANDA, SERGIO","BERNASCONI, SANTINO",60,U D IBIZA A
"TORRES RIERA, LLUC","GARCIA ALBA, JAVIER",60,U D IBIZA A
"GONZALEZ CASURIAGA, THIAGO","MARTOS VERGARA, DANIEL",91,U D IBIZA A
