jugador_entra,jugador_sale,Minuto,equipo
"BOLIVAR PERAL, ROGER","ESPINOZA ARMIJOS, CARLOS ANDRES",55,UD MAHON
"MASCARO MARTINEZ, IKER","AMELLER ENRICH, LLORENÇ",55,UD MAHON
"GRUBAC, NOA","DE OLIVEIRA MESSIAS, KLAYVER",59,UD MAHON
"ELHADJ ABDOULAYE, BALDE","NGONG NGO, FABRICE",63,UD MAHON
"LOPEZ FERNANDEZ, MARC","SINTES MELERO, ALVARO",63,UD MAHON
"AVOGADRO, TOMMASO","GARCIA ALBA, JAVIER",25,U D IBIZA A
"RODRIGUEZ ROIG, ARIAN","ELIAS ARANDIA, SAMUEL ABEL",66,U D IBIZA A
"BONED GARCIA, ADRIÁ","TORRES RIERA, LLUC",72,U D IBIZA A
"VALLS ANIORTE, TARIKU","MARTOS VERGARA, DANIEL",72,U D IBIZA A
