jugador_entra,jugador_sale,Minuto,equipo
"TORRES RIERA, LLUC","RODRIGUEZ ROIG, ARIAN",54,U D IBIZA A
"ELIAS ARANDIA, SAMUEL ABEL","GARCIA ALBA, JAVIER",54,U D IBIZA A
"MARTOS VERGARA, DANIEL","AGUILAR COSTA, MARTÍ",71,U D IBIZA A
"PATRICIO TORRRENS, JUAN","LUPIAÑEZ ALEMANY, TONI",55,ANDRATX A
"VARGAS RODRIGUEZ, NICOLAS","ROGEL ARRIAGA, BRYAN STALIN",61,ANDRATX A
"JIMENEZ PASTOR, IKER","DOBLAS TORRES, MIGUEL",61,ANDRATX A
"ALARCON FERRER, ADRIAN","SINTES DIAZ, JOAN",79,ANDRATX A
"RIBOT FUSTER, MARIO","JIMENEZ PASTOR, IKER",79,ANDRATX A
