jugador_entra,jugador_sale,Minuto,equipo
"FIOL ACEITUNO, MIQUEL","MESQUIDA URIBE, XAVIER",67,PENYA ARRABAL A
"HERRERA IGLESIAS, ADRIAN","ROTTLANDER, LENNOX MARKUS",67,PENYA ARRABAL A
"ARIAS BESTARD, ENZO","RIUTORT GONZALEZ, JUAN FRANCISCO",73,PENYA ARRABAL A
"VALLESPIR TIMONER, PERE MARC","PONS SERRANO, ALEIX",73,PENYA ARRABAL A
"MUÑOZ BAIXAULI, JUAN","SEGUI ESTEBAN, IAN",81,PENYA ARRABAL A
"CASAUS SANCHEZ, JOSE IGNACIO","SANCHIS MARTINEZ, DAVID",60,PLATGES DE CALVIA A
"PAYERO MOLINA, NICOLAS","PUJOL ALOMAR, TELM",69,PLATGES DE CALVIA A
"PEREZ SILVENTE, ALEJANDRO","PARRA VIZUETE, DANIEL",80,PLATGES DE CALVIA A
