jugador_entra,jugador_sale,Minuto,equipo
"COLL AREVALO, JORDI","MARTIN MONSALVE, IAN",63,CONSTANCIA A
"PATRICIO GUAL, MARC","ROMAN DE REMENTERIA, ASIER",63,CONSTANCIA A
"SABATER SANCHO, MARC","CHUKWUKERE PULLET, GREGORY IKECHUKWU",70,CONSTANCIA A
"CABEZAS GALLARDO, MANUEL","GALVEZ ESPINOZA, BRAD ANTONY",70,CONSTANCIA A
"BOTELLO CARMONA, PAU","OLIVER GELABERT, PERE",77,CONSTANCIA A
"SINTES DIAZ, JOAN","HOMAR GARCIA, ROMAN",45,ANDRATX A
"ALARCON FERRER, ADRIAN","TUR HORRACH, HUG",63,ANDRATX A
"JIMENEZ PASTOR, IKER","ROGEL ARRIAGA, BRYAN STALIN",65,ANDRATX A
