jugador_entra,jugador_sale,Minuto,equipo
"VILLALONGA GÓMEZ, IKER","PORCEL MARTINEZ, JORDI",59,PALMA F.C.
"GOMEZ ACUÑA, RENSON ENRIQUE","MARCANO FLORIAN, SEBASTIAN JESUS",72,PALMA F.C.
"FOLGADO GARNICA, PAULO","FERRA OSPINA, CARLES JOAN",81,PALMA F.C.
"ALCALDE ORTEGA, JUAN JOSÉ","FRANCO SINGEORZAN, ALEX",81,PALMA F.C.
"CAIMARI FIGUEROLA, JAUME","GIBSON, JASPER",45,POBLENSE A
"GONZÁLEZ ONETO, ASSIER","ENSEÑAT RAMIS, MIQUEL",45,POBLENSE A
"MEFTAH ES SALEMY, BILAL","AGUILERA PERELLO, ADRIÀ",83,POBLENSE A
"ASBAI HAMOUTI, ALI","MORAGUES MORAGUES, JOAN",83,POBLENSE A
