jugador_entra,jugador_sale,Minuto,equipo
"SINTES DIAZ, JOAN","ALMERING, BEPPE",45,ANDRATX A
"LUPIAÑEZ ALEMANY, TONI","HOMAR GARCIA, ROMAN",56,ANDRATX A
"JIMENEZ PASTOR, IKER","VARGAS RODRIGUEZ, NICOLAS",66,ANDRATX A
"CASTELLO FERRA, JOAN","DOBLAS TORRES, MIGUEL",66,ANDRATX A
"AMER CASTILLO, MIGUEL","OPREA, ALESSIO MIHAI",80,ANDRATX A
"PASCUAL GORNES, ENRIC","AGUILAR BOSCH, DAVID",45,PENYA CIUTADELLA ESPORTIVA A
"CAPO MORA, MARC","MOLL PONS, ROBERTO",45,PENYA CIUTADELLA ESPORTIVA A
"LEON JUAN, VICTOR","FLORIT ANGLADA, JOSEP",61,PENYA CIUTADELLA ESPORTIVA A
"ACHEKHLAF BENSSAID, AYOUD","JUANEDA JUANEDA, JOSEP",83,PENYA CIUTADELLA ESPORTIVA A
