jugador_entra,jugador_sale,Minuto,equipo
"DE JUANA QUETGLAS, DIEGO","JIMENEZ PASTOR, IKER",46,ANDRATX A
"DE JUANA QUETGLAS, SERGIO","AMER CASTILLO, MIGUEL",60,ANDRATX A
"LEFTER, ANDREI FABIAN","SANCHEZ RAMIREZ, JAVIER",69,ANDRATX A
"BERNABÉ VITKIN, JAVIER ANDRÉS","PATRICIO TORRRENS, JUAN",72,ANDRATX A
"DOBLAS TORRES, MIGUEL","HOMAR GARCIA, ROMAN",72,ANDRATX A
"GARCIA LLOMPART, RAFEL","D'VAZ AFONSO, SPENCER GARCIA",63,MALLORCA B
"VERA SALINAS, ERIK","DIALLO CONDE, ABDOURAHAMANE",63,MALLORCA B
"VAN DER MEER GARI, YANNICK","TEJADA LLADONET, ORIOL",72,MALLORCA B
