jugador_entra,jugador_sale,Minuto,equipo
"SALMERON SEGURA, JONATHAN","RODRIGUEZ MONGELOS, GAEL PAU",72,SD LA SALLE A
"MARTI RODRIGUEZ, IVAN","ESCUERO PARDOS, MARTI",85,SD LA SALLE A
"SANCHEZ LAFUENTE, ARITZ","FUSTER CORTES, FERNANDO",85,SD LA SALLE A
"HOMAR GARCIA, ROMAN","PETRARCA, ELIA",89,SD LA SALLE A
"FRANCO SINGEORZAN, ALEX","JIMENEZ JARAMILLO, KARLO ANDREU",46,PALMA F.C.
"SEGORBE GODOY, MARCOS","MORELL SACRISTÁN, CARLOS",62,PALMA F.C.
"PELLEGRINO, NICOLA EMANUELE","ROMERO ALASSIA, LUCAS T",72,PALMA F.C.
"MARCANO FLORIAN, SEBASTIAN JESUS","FERRA OSPINA, CARLES JOAN",82,PALMA F.C.
"BADICU, GEORGE","BESTARD SERVERA, MARCOS",82,PALMA F.C.
