jugador_entra,jugador_sale,Minuto,equipo
"BELTRAN ALVAREZ, SERGIO","GARCIA ALBA, JAVIER",45,U D IBIZA A
"RODRIGUEZ ROIG, ARIAN","ELIAS ARANDIA, SAMUEL ABEL",69,U D IBIZA A
"GONZALEZ CASURIAGA, THIAGO","BERNASCONI, SANTINO",80,U D IBIZA A
"OKROGLIC SOMOZA, LUKA","LOPEZ CAPACETE, KENAI",80,U D IBIZA A
"MARTIN CABALLERO, ANGEL","LOPEZ FUXA, AARON",45,SANTA CATALINA ATº A
"GARCIAS LLABRES, MIQUEL","ADROVER MELIS, FRANCESC",60,SANTA CATALINA ATº A
"VICH FORTEZA, LLUC","ALARCON RAGO, THIAGO",60,SANTA CATALINA ATº A
"MENDOZA SOLER, MARIO","LOMAS SERVERA, PAU",72,SANTA CATALINA ATº A
"SASTRE BOTA, JAUME","FERNANDEZ REY, RAUL",81,SANTA CATALINA ATº A
