jugador_entra,jugador_sale,Minuto,equipo
"PAYERO MOLINA, NICOLAS","PEREZ SILVENTE, ALEJANDRO",52,PLATGES DE CALVIA A
"PUJOL ALOMAR, TELM","SANCHIS MARTINEZ, DAVID",52,PLATGES DE CALVIA A
"HOLLINGSWORTH, HARRY RICHARD","ALCOLEA ESCORCIA, CARLOS",65,PLATGES DE CALVIA A
"MAGAN MITCHELL SMITH, MIGUEL","BLANES DÍAZ, FERNANDO",76,PLATGES DE CALVIA A
"CARDONA MARTIN, MARCOS","CASAUS SANCHEZ, JOSE IGNACIO",76,PLATGES DE CALVIA A
"RODRIGUEZ ROIG, ARIAN","CUBERO GUASCH, JOAN",46,U D IBIZA A
"GARCIA ALBA, JAVIER","ELIAS ARANDIA, SAMUEL ABEL",46,U D IBIZA A
"BONED GARCIA, ADRIÁ","BERNASCONI, SANTINO",79,U D IBIZA A
"MEDINA ARANDA, SERGIO","LOPEZ CAPACETE, KENAI",88,U D IBIZA A
