jugador_entra,jugador_sale,Minuto,equipo
"PUJOL ALOMAR, TELM","SANCHIS MARTINEZ, DAVID",64,PLATGES DE CALVIA A
"PEREZ SILVENTE, ALEJANDRO","PARRA VIZUETE, DANIEL",72,PLATGES DE CALVIA A
"GARCIA MEDRANO, MARCOS","PAYERO MOLINA, NICOLAS",81,PLATGES DE CALVIA A
"MOLINA DONAIRE, DANIEL","DIALLO CONDE, ABDOURAHAMANE",53,MALLORCA B
"AVILÉS MAESTRE, JOEL","LAZARO TORRES, MARIO",64,MALLORCA B
"FRESNEDA HIDALGO, HUGO","MARTINEZ BELA, JAVIER",82,MALLORCA B
"COCA ANTELO, ANDREW","VAN DER MEER GARI, YANNICK",82,MALLORCA B
"CORCINO MUÑOZ, ANDRES","BURGAYA GENOVART, FERRAN",82,MALLORCA B
