jugador_entra,jugador_sale,Minuto,equipo
"BIARNES MORENO, ALEJANDRO","BURGAYA GENOVART, FERRAN",46,MALLORCA B
"AVILÉS MAESTRE, JOEL","MOLINA DONAIRE, DANIEL",63,MALLORCA B
"CORCINO MUÑOZ, ANDRES","MARTINEZ BELA, JAVIER",74,MALLORCA B
"LAZARO TORRES, MARIO","SIDIROPOULOS, ANASTASIOS",74,MALLORCA B
"FRESNEDA HIDALGO, HUGO","TEJADA LLADONET, ORIOL",83,MALLORCA B
"BERNAL VOIGT, YAMPEL RICHARD","FEDELICH MARQUES, JAN",63,PENYA CIUTADELLA ESPORTIVA A
"LEON JUAN, VICTOR","DIAZ LLABRES, ISAAC",69,PENYA CIUTADELLA ESPORTIVA A
"LOPEZ GONZALEZ, ALEJANDRO","PONCIANO BUESO, JOSEP",69,PENYA CIUTADELLA ESPORTIVA A
"PASCUAL GORNES, ENRIC","MOLL PONS, ROBERTO",77,PENYA CIUTADELLA ESPORTIVA A
