jugador_entra,jugador_sale,Minuto,equipo,Jornada
"CARDONA MARTIN, MARCOS","CASAUS SANCHEZ, JOSE IGNACIO",87,PLATGES DE CALVIA A,20
"ADROVER GARRIDO, GERARD","SOLER CALDENTEY, JOEL",54,MANACOR A,20
"LAKHAL ZEROUALE, SAAD","LAMSIAH AJGHOUF, OSSAMA",80,MANACOR A,20
"CORCHADO JIMENEZ, ISAAC","RODRIGUEZ GALDON, DANIEL",80,MANACOR A,20
"VIVES HIDALGO, IKER","ALEGRIA DA SILVA, JOAO MIGUEL",88,MANACOR A,20
"BOLIVAR PERAL, ROGER","DIALLO, FODE",61,UD MAHON,20
"NGONG NGO, FABRICE","IZAGUIRRE RODRIGUEZ, RICARDO ABRAHAM",67,UD MAHON,20
"GRUBAC, NOA","DE OLIVEIRA MESSIAS, EMMANUEL",67,UD MAHON,20
"LOPEZ FERNANDEZ, MARC","TEJEDOR MORENO, ALEJANDRO",74,UD MAHON,20
"ESPINOZA ARMIJOS, CARLOS ANDRES","SINTES MELERO, ALVARO",74,UD MAHON,20
"VIVARES ARANDA, YANNICK","VIZCAINO SEGURA, ALAN",59,SD LA SALLE A,20
"GIL MASSANET, LLUIS","ESCUERO PARDOS, MARTI",63,SD LA SALLE A,20
"MARTI RODRIGUEZ, IVAN","RODRIGUEZ MONGELOS, GAEL PAU",63,SD LA SALLE A,20
"AMAYA MALENO, FRANCISCO","CORTES BOIXO, ALEIX",74,SD LA SALLE A,20
"SALMERON SEGURA, JONATHAN","MOYA PEDREGOSA, ALEJANDRO",74,SD LA SALLE A,20
"MORA GISPERT, HUGO","AIT SAID TAFZATI, NABIL",61,PLA DE NA TESA A,20
"MONTALBAN ROMERO, MILO JERONIMO","NAVARRO BEZARES, JAVIER",75,PLA DE NA TESA A,20
"MARTINEZ ESPINOSA, DENIS","MASCARÓ SERVERA, JUAN",82,PLA DE NA TESA A,20
"PATRICIO TORRRENS, JUAN","HOMAR GARCIA, ROMAN",67,ANDRATX A,20
"SANCHEZ JIMENEZ, FERNANDO","CASTELLO FERRA, JOAN",67,ANDRATX A,20
"DOBLAS TORRES, MIGUEL","OPREA, ALESSIO MIHAI",76,ANDRATX A,20
"JIMENEZ PASTOR, IKER","ROGEL ARRIAGA, BRYAN STALIN",81,ANDRATX A,20
"AGUILAR COSTA, MARTÍ","ROMAN MUÑOZ, ETHAN",46,U D IBIZA A,20
"TORRES RIERA, LLUC","RODRIGUEZ ROIG, ARIAN",62,U D IBIZA A,20
"ELIAS ARANDIA, SAMUEL ABEL","GARCIA ALBA, JAVIER",73,U D IBIZA A,20
"FERNANDEZ ALONSO, ASIER","IZAGUIRRE RODRIGUEZ, RICARDO ABRAHAM",46,UD MAHON,21
"ESPINOZA ARMIJOS, CARLOS ANDRES","PEREZ MARTIN, IGNACIO",67,UD MAHON,21
"BOLIVAR PERAL, ROGER","MASCARO MARTINEZ, IKER",67,UD MAHON,21
"SINTES MELERO, ALVARO","DE OLIVEIRA MESSIAS, KLAYVER",77,UD MAHON,21
"TEJEDOR MORENO, ALEJANDRO","DE OLIVEIRA MESSIAS, EMMANUEL",77,UD MAHON,21
"LLAMAS MARTINEZ, ERIC","CORDOBA TUR, MARC",67,PENYA INDEPENDENT A,21
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","LOPEZ MARI, PABLO",73,PENYA INDEPENDENT A,21
"FERRER TORRES, PEDRO","FAQUINETTI VERGILIO, SAMUEL",81,PENYA INDEPENDENT A,21
"BERNHARDT, JOEL PIOTR","ODERA PACILIO, SANTIAGO",81,PENYA INDEPENDENT A,21
"OROZCO RIERA, ASIER","CREUHERAS GARCIA, MATHEO",81,PENYA INDEPENDENT A,21
"ANDEBUELA BARRIOS, PABLO","LUNEGRO, BRUNO",71,SAN FRANCISCO B,21
"ALARCON CAVERO, JOEL","BADJINKA NDIAYE, BUBAKAR",71,SAN FRANCISCO B,21
"LLEDO SAMPOL, ADRIA","SUÁREZ SERRA, ALEX",86,SAN FRANCISCO B,21
"GIRALDE BAUZA, JAVIER","SALAMANCA GALERA, AITOR",88,SAN FRANCISCO B,21
"PASCUAL RIERA, MIGUEL ANGEL","MAS MAIMO, JOSEP",45,PENYA ARRABAL A,21
"CASTAÑER PECELLIN, RAFAEL","ARIAS BESTARD, ENZO",59,PENYA ARRABAL A,21
"ROTTLANDER, LENNOX MARKUS","HERRERA IGLESIAS, ADRIAN",79,PENYA ARRABAL A,21
"SEGUI ESTEBAN, IAN","LEBRERO BENITEZ, HUGO",79,PENYA ARRABAL A,21
"VALLESPIR TIMONER, PERE MARC","MUÑOZ BAIXAULI, JUAN",90,PENYA ARRABAL A,21
"ASAMOAH ASANTEWAA, DENIS","NAVARRO BEZARES, JAVIER",46,PLA DE NA TESA A,21
"DRAGHI, MAXIMO","MESA ZAFRA, CHRISTIAN",51,PLA DE NA TESA A,21
"MONTALBAN ROMERO, MILO JERONIMO","MASCARÓ SERVERA, JUAN",75,PLA DE NA TESA A,21
"CACERES COMAS, SERGI","MORA GISPERT, HUGO",75,PLA DE NA TESA A,21
"FERNÁNDEZ RODRÍGUEZ, IKER","OSEGIE AMADASUN, MARVIN ISOKEN",82,PLA DE NA TESA A,21
"VERA SALINAS, ERIK","VERD ALONSO, ABEL",31,MALLORCA B,21
"CORCINO MUÑOZ, ANDRES","SIDIROPOULOS, ANASTASIOS",61,MALLORCA B,21
"COCA ANTELO, ANDREW","BURGAYA GENOVART, FERRAN",85,MALLORCA B,21
"GARCIA LLOMPART, RAFEL","TEJADA LLADONET, ORIOL",85,MALLORCA B,21
"ALCOLEA ESCORCIA, CARLOS","GARCIA MEDRANO, MARCOS",46,PLATGES DE CALVIA A,21
"CASAUS SANCHEZ, JOSE IGNACIO","EXPOSITO BINNEWIES, ALEJANDRO",46,PLATGES DE CALVIA A,21
"PAYERO MOLINA, NICOLAS","PARRA VIZUETE, DANIEL",46,PLATGES DE CALVIA A,21
"PUJOL ALOMAR, TELM","MAGAN MITCHELL SMITH, MIGUEL",54,PLATGES DE CALVIA A,21
"CARDONA MARTIN, MARCOS","GARCÍA RODRÍGUEZ, UNAI",67,PLATGES DE CALVIA A,21
"SANS JIMENEZ, MIQUEL ANGEL","AMENGUAL LIRIO, IVAN",61,SP. ATº CIUTAT DE PALMA,21
"SANCHO OLIVER, PEDRO","ABRAHAM BOLAÑOS, ISAAC",61,SP. ATº CIUTAT DE PALMA,21
"PUJOL FONT, JAUME","MUNAR LAZARO, DANIEL",72,SP. ATº CIUTAT DE PALMA,21
"GOMEZ BLANCA, AARON","SARMIENTO CABAÑIN, GABRIEL A",81,SP. ATº CIUTAT DE PALMA,21
"FERNÁNDEZ CASSO, ALBERTO","BARRY DIALLO, MAMADOU ALIOU",81,SP. ATº CIUTAT DE PALMA,21
"NDIR GUEYE, MOUHAMADOUL LAMIN","PORCEL MARTINEZ, JORDI",59,PALMA F.C.,21
"FOLGADO GARNICA, PAULO","FRANCO SINGEORZAN, ALEX",77,PALMA F.C.,21
"ALLENDES SEPULVEDA, MARTIN ALONSO","GIL GOMILA, XAYRON",85,PALMA F.C.,21
"FERRA OSPINA, CARLES JOAN","SAMPOL MARTINEZ, MARC",85,PALMA F.C.,21
"DE LA PUERTA MARTORELL, JAUME","CANTALAPIEDRA LOBATO, IKER",31,FERRERIES A,21
"ROTGER LÓPEZ, LLUC","MBAYE RUIZ, MOUHAMAD YASIN",53,FERRERIES A,21
"CAMPS CARETA, PERE","BOSCH VALDERRABANO, TONI",67,FERRERIES A,21
"CHUKWUKERE PULLET, GREGORY IKECHUKWU","CABEZAS GALLARDO, MANUEL",57,CONSTANCIA A,21
"GALVEZ ESPINOZA, BRAD ANTONY","SABATER SANCHO, MARC",57,CONSTANCIA A,21
"FONTCUBERTA GALINDO, GABRIEL","CRESPI LUCENA, JUAN MIQUEL",75,CONSTANCIA A,21
"OLIVER GELABERT, PERE","BLANCO WEBER, LUCA",75,CONSTANCIA A,21
"BALLE BRUNET, JOAN","COLL AREVALO, JORDI",85,CONSTANCIA A,21
"THIAM BORRAS, KARIM","MORAGUES MORAGUES, JOAN",45,POBLENSE A,21
"FERRER RIGO, SEBASTIÀ","RIERA MARTÍNEZ, FERRAN",45,POBLENSE A,21
"AGUILERA PERELLO, ADRIÀ","GONZÁLEZ ONETO, ASSIER",64,POBLENSE A,21
"VIVES COMAS, JOAN JORDI","MENDEZ DUARTE, IVAN",82,POBLENSE A,21
"GIBSON, JASPER","TUR ESCALAS, TONI",82,POBLENSE A,21
"RODRIGUEZ ROIG, ARIAN","GARCIA ALBA, JAVIER",54,U D IBIZA A,21
"MARTOS VERGARA, DANIEL","AGUILAR COSTA, MARTÍ",66,U D IBIZA A,21
"OKROGLIC SOMOZA, LUKA","ELIAS ARANDIA, SAMUEL ABEL",79,U D IBIZA A,21
"VALLS ANIORTE, TARIKU","BALBURE CARDONA, ALEX",79,U D IBIZA A,21
"MARCOS MONGE, IKER","VIVES HIDALGO, IKER",46,MANACOR A,21
"SOLER CALDENTEY, JOEL","POSTIGO GARAT, RAUL",75,MANACOR A,21
"ORTIZ CARROZA, ABRAHAM","ALEGRIA DA SILVA, JOAO MIGUEL",75,MANACOR A,21
"MORALES RODRIGUEZ, MIGUEL ANGEL","ADROVER GARRIDO, GERARD",87,MANACOR A,21
"DIAGNE SARR, MAMADOU LAMINE","LAKHAL ZEROUALE, SAAD",90,MANACOR A,21
"MENDOZA SOLER, MARIO","BARRIGA CATRINA, VICTOR",61,SANTA CATALINA ATº A,21
"MASCARELL LLABRES, MARC","DEYÀ BELTRÁN, SEBASTIÀ",80,SANTA CATALINA ATº A,21
"LOPEZ FUXA, AARON","MARTIN CABALLERO, ANGEL",80,SANTA CATALINA ATº A,21
"LOMAS SERVERA, PAU","FERNANDEZ REY, RAUL",94,SANTA CATALINA ATº A,21
"ESCUERO PARDOS, MARTI","GIL MASSANET, LLUIS",46,SD LA SALLE A,21
"RODRIGUEZ MONGELOS, GAEL PAU","FERNANDEZ CABRERA, DAVID",57,SD LA SALLE A,21
"SALMERON SEGURA, JONATHAN","TORRALBA TANUGGI, LUIS",72,SD LA SALLE A,21
"AMAYA MALENO, FRANCISCO","COMAS HUTTEN, PAU LLUIS",79,SD LA SALLE A,21
"MOYA PEDREGOSA, ALEJANDRO","MARTI RODRIGUEZ, IVAN",79,SD LA SALLE A,21
"SINTES DIAZ, JOAN","ALMERING, BEPPE",45,ANDRATX A,21
"LUPIAÑEZ ALEMANY, TONI","HOMAR GARCIA, ROMAN",56,ANDRATX A,21
"JIMENEZ PASTOR, IKER","VARGAS RODRIGUEZ, NICOLAS",66,ANDRATX A,21
"CASTELLO FERRA, JOAN","DOBLAS TORRES, MIGUEL",66,ANDRATX A,21
"AMER CASTILLO, MIGUEL","OPREA, ALESSIO MIHAI",80,ANDRATX A,21
"CAPO MORA, MARC","MOLL PONS, ROBERTO",45,PENYA CIUTADELLA ESPORTIVA A,21
"PASCUAL GORNES, ENRIC","AGUILAR BOSCH, DAVID",45,PENYA CIUTADELLA ESPORTIVA A,21
"LEON JUAN, VICTOR","FLORIT ANGLADA, JOSEP",61,PENYA CIUTADELLA ESPORTIVA A,21
"ACHEKHLAF BENSSAID, AYOUD","JUANEDA JUANEDA, JOSEP",83,PENYA CIUTADELLA ESPORTIVA A,21
"BOSCH VALDERRABANO, TONI","AMELLER RIUDAVETS, JOSEP",3,FERRERIES A,22
"JANER BOSCH, NOFRE","PULIDO COLL, IZAN",45,FERRERIES A,22
"ROTGER LÓPEZ, LLUC","TRIAY HIERRO, TEO",75,FERRERIES A,22
"CANTALAPIEDRA LOBATO, IKER","DE LA PUERTA MARTORELL, JAUME",75,FERRERIES A,22
"MBAYE RUIZ, MOUHAMAD YASIN","GOMILA BOSCH, LLUÍS",83,FERRERIES A,22
"FERRER TORRES, PEDRO","VIERA GONZALEZ, SANTIAGO",45,PENYA INDEPENDENT A,22
"MARTINEZ GARCIA, ENRIQUE","EL ATTARINE BOUZID, MOHAMED",56,PENYA INDEPENDENT A,22
"BERNHARDT, JOEL PIOTR","GRANDA VILLAVICENCIO, DAVID JOAN",66,PENYA INDEPENDENT A,22
"LLAMAS MARTINEZ, ERIC","ODERA PACILIO, SANTIAGO",72,PENYA INDEPENDENT A,22
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","CORDOBA TUR, MARC",72,PENYA INDEPENDENT A,22
"TORRALBA TANUGGI, LUIS","PETRARCA, ELIA",56,SD LA SALLE A,22
"GARCÍA GARCÍA, ÁLVARO","SANCHEZ LAFUENTE, ARITZ",65,SD LA SALLE A,22
"RODRIGUEZ MONGELOS, GAEL PAU","SALMERON SEGURA, JONATHAN",65,SD LA SALLE A,22
"MOYA PEDREGOSA, ALEJANDRO","PANEQUE PÉREZ, JOEL",79,SD LA SALLE A,22
"FERNANDEZ CABRERA, DAVID","COMAS HUTTEN, PAU LLUIS",79,SD LA SALLE A,22
"SUÁREZ SERRA, ALEX","ANDEBUELA BARRIOS, PABLO",58,SAN FRANCISCO B,22
"CONDE PEREIRA, ALEJANDRO MANUEL","CLADERA SOBERATS, LLORENÇ",70,SAN FRANCISCO B,22
"BORDOY LEAL, PEDRO","SALAMANCA GALERA, AITOR",70,SAN FRANCISCO B,22
"LOPEZ CABRERA, JESUS","SILVA SALINAS, ALEJANDRO",70,SAN FRANCISCO B,22
"ALARCON CAVERO, JOEL","LUNEGRO, BRUNO",79,SAN FRANCISCO B,22
"JIMENA BELTRAN, CARLOS","MENDEZ DUARTE, IVAN",60,POBLENSE A,22
"ASBAI HAMOUTI, ALI","VIVES COMAS, JOAN JORDI",60,POBLENSE A,22
"GONZÁLEZ ONETO, ASSIER","TUR ESCALAS, TONI",68,POBLENSE A,22
"GIBSON, JASPER","FERRER RIGO, SEBASTIÀ",68,POBLENSE A,22
"THIAM BORRAS, KARIM","CAIMARI FIGUEROLA, JAUME",77,POBLENSE A,22
"MONTES MORALES, ADRIAN","AIT SAID TAFZATI, NABIL",46,PLA DE NA TESA A,22
"ASAMOAH ASANTEWAA, DENIS","MONTALBAN ROMERO, MILO JERONIMO",74,PLA DE NA TESA A,22
"FERNÁNDEZ RODRÍGUEZ, IKER","MORA GISPERT, HUGO",81,PLA DE NA TESA A,22
"CACERES COMAS, SERGI","MASCARÓ SERVERA, JUAN",89,PLA DE NA TESA A,22
"SINTES DIAZ, JOAN","ROGEL ARRIAGA, BRYAN STALIN",46,ANDRATX A,22
"JIMENEZ PASTOR, IKER","HOMAR GARCIA, ROMAN",60,ANDRATX A,22
"LUPIAÑEZ ALEMANY, TONI","VARGAS RODRIGUEZ, NICOLAS",68,ANDRATX A,22
"ALARCON FERRER, ADRIAN","PATRICIO TORRRENS, JUAN",84,ANDRATX A,22
"PUJOL ALOMAR, TELM","MAGAN MITCHELL SMITH, MIGUEL",60,PLATGES DE CALVIA A,22
"BORREGO, GIOVANNI RAIDEL","CASAUS SANCHEZ, JOSE IGNACIO",72,PLATGES DE CALVIA A,22
"MORENO PUJOL, JAVIER","MESQUIDA URIBE, XAVIER",56,PENYA ARRABAL A,22
"ARIAS BESTARD, ENZO","LEBRERO BENITEZ, HUGO",72,PENYA ARRABAL A,22
"SEGUI ESTEBAN, IAN","GARCES NAVARRETE, JEREMY",72,PENYA ARRABAL A,22
"VALLESPIR TIMONER, PERE MARC","GARCIA HERNANDEZ, JOSE RAMON",85,PENYA ARRABAL A,22
"MORELL SACRISTÁN, CARLOS","PELLEGRINO, NICOLA EMANUELE",46,PALMA F.C.,22
"PORCEL MARTINEZ, JORDI","FRANCO SINGEORZAN, ALEX",63,PALMA F.C.,22
"ABRAHAM BOLAÑOS, ISAAC","KRAUSSE, IGNACIO TOMAS",59,SP. ATº CIUTAT DE PALMA,22
"ORDOÑEZ QUETGLAS, MARC","SARMIENTO CABAÑIN, GABRIEL A",67,SP. ATº CIUTAT DE PALMA,22
"PUJOL FONT, JAUME","BARRY DIALLO, MAMADOU ALIOU",67,SP. ATº CIUTAT DE PALMA,22
"AQUINO GUTIERREZ, DAN JOEL","KRZYZYK SERRANO, PEDRO",79,SP. ATº CIUTAT DE PALMA,22
"GOMEZ BLANCA, AARON","MUNAR LAZARO, DANIEL",79,SP. ATº CIUTAT DE PALMA,22
"BALLE BRUNET, JOAN","MARTIN MONSALVE, IAN",62,CONSTANCIA A,22
"GALVEZ ESPINOZA, BRAD ANTONY","CHUKWUKERE PULLET, GREGORY IKECHUKWU",62,CONSTANCIA A,22
"CABEZAS GALLARDO, MANUEL","BOTELLO CARMONA, PAU",73,CONSTANCIA A,22
"ROMAN DE REMENTERIA, ASIER","MAIRATA NOGUERA, ADRIA",73,CONSTANCIA A,22
"OLIVER GELABERT, PERE","COLL AREVALO, JORDI",77,CONSTANCIA A,22
"ELIAS ARANDIA, SAMUEL ABEL","GARCIA ALBA, JAVIER",70,U D IBIZA A,22
"MARTOS VERGARA, DANIEL","BERNASCONI, SANTINO",80,U D IBIZA A,22
"MEDINA ARANDA, SERGIO","PUGLIESE, PAOLO ALBERTO",90,U D IBIZA A,22
"VALLS ANIORTE, TARIKU","BELTRAN ALVAREZ, SERGIO",90,U D IBIZA A,22
"ELHADJ ABDOULAYE, BALDE","TEJEDOR MORENO, ALEJANDRO",46,UD MAHON,22
"DIALLO, FODE","BOLIVAR PERAL, ROGER",46,UD MAHON,22
"MASCARO MARTINEZ, IKER","SINTES MELERO, ALVARO",56,UD MAHON,22
"PEREZ MARTIN, IGNACIO","GRUBAC, NOA",56,UD MAHON,22
"ESPINOZA ARMIJOS, CARLOS ANDRES","DE OLIVEIRA MESSIAS, KLAYVER",73,UD MAHON,22
"FRESNEDA HIDALGO, HUGO","TEJADA LLADONET, ORIOL",45,MALLORCA B,22
"SIDIROPOULOS, ANASTASIOS","DIALLO CONDE, ABDOURAHAMANE",59,MALLORCA B,22
"BURGAYA GENOVART, FERRAN","HORRACH LLABRES, GERARDO",75,MALLORCA B,22
"CORCINO MUÑOZ, ANDRES","MOLINA DONAIRE, DANIEL",75,MALLORCA B,22
"GARCIA LLOMPART, RAFEL","COCA ANTELO, ANDREW",90,MALLORCA B,22
"MASCARELL LLABRES, MARC","DEYÀ BELTRÁN, SEBASTIÀ",64,SANTA CATALINA ATº A,22
"MENDOZA SOLER, MARIO","ADROVER MELIS, FRANCESC",64,SANTA CATALINA ATº A,22
"ALARCON RAGO, THIAGO","LOPEZ FUXA, AARON",75,SANTA CATALINA ATº A,22
"EZ ZARY SAIDI, ISMAEL","GARCIAS LLABRES, MIQUEL",75,SANTA CATALINA ATº A,22
"GRAHAM, NATHAN STUART","MARCOS MONGE, IKER",64,MANACOR A,22
"LAKHAL ZEROUALE, SAAD","MORAGUES LLULL, TONI",64,MANACOR A,22
"FUSTER GONZALEZ, SERGI","VIVES HIDALGO, IKER",78,MANACOR A,22
"SOLER CALDENTEY, JOEL","CORCHADO JIMENEZ, ISAAC",87,MANACOR A,22
"MOLL PONS, ROBERTO","CAPO MORA, MARC",46,PENYA CIUTADELLA ESPORTIVA A,22
"RUS FERNANDEZ, IGNASI","PASCUAL GORNES, ENRIC",46,PENYA CIUTADELLA ESPORTIVA A,22
"FLORIT ANGLADA, JOSEP","CAMPS SEOANE, VICTOR",64,PENYA CIUTADELLA ESPORTIVA A,22
"LEON JUAN, VICTOR","JUANEDA JUANEDA, JOSEP",76,PENYA CIUTADELLA ESPORTIVA A,22
"MOLL PONS, MIQUEL","DIAZ LLABRES, ISAAC",82,PENYA CIUTADELLA ESPORTIVA A,22
"BOLIVAR PERAL, ROGER","DIALLO, FODE",63,UD MAHON,23
"SINTES MELERO, ALVARO","TEJEDOR MORENO, ALEJANDRO",69,UD MAHON,23
"LOPEZ FERNANDEZ, MARC","DE OLIVEIRA MESSIAS, EMMANUEL",69,UD MAHON,23
"ELHADJ ABDOULAYE, BALDE","GRUBAC, NOA",77,UD MAHON,23
"FERNANDEZ ALONSO, ASIER","MASCARO MARTINEZ, IKER",88,UD MAHON,23
"CANTALAPIEDRA LOBATO, IKER","CAMPS CARETA, PERE",66,FERRERIES A,23
"ROTGER LÓPEZ, LLUC","PONS CARRERAS, ANGEL",66,FERRERIES A,23
"BOSCH VALDERRABANO, TONI","DE LA PUERTA MARTORELL, JAUME",77,FERRERIES A,23
"BOSCH PULIDO, NIL","FEBRER VILLALONGA, ALBERT",77,FERRERIES A,23
"MASSANET CABRER, FRANCESC","BORDOY LEAL, PEDRO",65,SAN FRANCISCO B,23
"SILVA SALINAS, ALEJANDRO","BADJINKA NDIAYE, BUBAKAR",65,SAN FRANCISCO B,23
"DIAZ ROMERO, GYLBERT","LUNEGRO, BRUNO",65,SAN FRANCISCO B,23
"CONDE PEREIRA, ALEJANDRO MANUEL","SUÁREZ SERRA, ALEX",66,SAN FRANCISCO B,23
"ALARCON CAVERO, JOEL","SALAMANCA GALERA, AITOR",83,SAN FRANCISCO B,23
"BURGAYA GENOVART, FERRAN","HORRACH LLABRES, GERARDO",56,MALLORCA B,23
"TEJADA LLADONET, ORIOL","FRESNEDA HIDALGO, HUGO",66,MALLORCA B,23
"COCA ANTELO, ANDREW","MARTINEZ BELA, JAVIER",66,MALLORCA B,23
"MOLINA DONAIRE, DANIEL","BIARNES MORENO, ALEJANDRO",66,MALLORCA B,23
"GARCIA LLOMPART, RAFEL","SIDIROPOULOS, ANASTASIOS",78,MALLORCA B,23
"MONTES MORALES, ADRIAN","ASAMOAH ASANTEWAA, DENIS",46,PLA DE NA TESA A,23
"CACERES COMAS, SERGI","MORA GISPERT, HUGO",78,PLA DE NA TESA A,23
"ALONSO MUNICIO, PABLO","MONTALBAN ROMERO, MILO JERONIMO",82,PLA DE NA TESA A,23
"MESA ZAFRA, CHRISTIAN","DRAGHI, MAXIMO",89,PLA DE NA TESA A,23
"KRZYZYK SERRANO, PEDRO","BARRY DIALLO, MAMADOU ALIOU",59,SP. ATº CIUTAT DE PALMA,23
"AMENGUAL LIRIO, IVAN","KRAUSSE, IGNACIO TOMAS",67,SP. ATº CIUTAT DE PALMA,23
"MUNAR LAZARO, DANIEL","GAETE MARTINEZ, ISMAEL",72,SP. ATº CIUTAT DE PALMA,23
"FERNÁNDEZ CASSO, ALBERTO","ABRAHAM BOLAÑOS, ISAAC",72,SP. ATº CIUTAT DE PALMA,23
"PEREZ SILVENTE, ALEJANDRO","PARRA VIZUETE, DANIEL",63,PLATGES DE CALVIA A,23
"PUJOL ALOMAR, TELM","HOLLINGSWORTH, HARRY RICHARD",77,PLATGES DE CALVIA A,23
"MAGAN MITCHELL SMITH, MIGUEL","EXPOSITO BINNEWIES, ALEJANDRO",77,PLATGES DE CALVIA A,23
"LAKHAL ZEROUALE, SAAD","ORTIZ CARROZA, ABRAHAM",46,MANACOR A,23
"ADROVER GARRIDO, GERARD","CORCHADO JIMENEZ, ISAAC",65,MANACOR A,23
"LAMSIAH AJGHOUF, OSSAMA","GUICHANDUT GOMILA, MARC",65,MANACOR A,23
"FUSTER GONZALEZ, SERGI","POSTIGO GARAT, RAUL",80,MANACOR A,23
"SOLER CALDENTEY, JOEL","VIVES HIDALGO, IKER",89,MANACOR A,23
"GIL GOMILA, XAYRON","JIMENEZ JARAMILLO, KARLO ANDREU",46,PALMA F.C.,23
"ROMERO ALASSIA, LUCAS T","SAMPOL MARTINEZ, MARC",58,PALMA F.C.,23
"FRANCO SINGEORZAN, ALEX","ORTEGA CASTILLA, HUGO",58,PALMA F.C.,23
"PORCEL MARTINEZ, JORDI","VILLALONGA GÓMEZ, IKER",72,PALMA F.C.,23
"CONDE, MAMADI","NDIR GUEYE, MOUHAMADOUL LAMIN",90,PALMA F.C.,23
"PETRARCA, ELIA","ARBOS DENGRA, DIEGO",60,SD LA SALLE A,23
"ESCUERO PARDOS, MARTI","AMAYA MALENO, FRANCISCO",64,SD LA SALLE A,23
"GARCÍA GARCÍA, ÁLVARO","SANCHEZ LAFUENTE, ARITZ",64,SD LA SALLE A,23
"MOYA PEDREGOSA, ALEJANDRO","PANEQUE PÉREZ, JOEL",78,SD LA SALLE A,23
"COLL AREVALO, JORDI","MARTIN MONSALVE, IAN",63,CONSTANCIA A,23
"PATRICIO GUAL, MARC","ROMAN DE REMENTERIA, ASIER",63,CONSTANCIA A,23
"SABATER SANCHO, MARC","CHUKWUKERE PULLET, GREGORY IKECHUKWU",70,CONSTANCIA A,23
"CABEZAS GALLARDO, MANUEL","GALVEZ ESPINOZA, BRAD ANTONY",70,CONSTANCIA A,23
"BOTELLO CARMONA, PAU","OLIVER GELABERT, PERE",77,CONSTANCIA A,23
"SINTES DIAZ, JOAN","HOMAR GARCIA, ROMAN",45,ANDRATX A,23
"ALARCON FERRER, ADRIAN","TUR HORRACH, HUG",63,ANDRATX A,23
"JIMENEZ PASTOR, IKER","ROGEL ARRIAGA, BRYAN STALIN",65,ANDRATX A,23
"MENDOZA SOLER, MARIO","LOMAS SERVERA, PAU",51,SANTA CATALINA ATº A,23
"MASCARELL LLABRES, MARC","DEYÀ BELTRÁN, SEBASTIÀ",83,SANTA CATALINA ATº A,23
"BOUJJIA LAMRINI, AMIN","OLIVER RAMIS, PEP",38,POBLENSE A,23
"GIBSON, JASPER","CAIMARI FIGUEROLA, JAUME",70,POBLENSE A,23
"JIMENA BELTRAN, CARLOS","GONZÁLEZ ONETO, ASSIER",70,POBLENSE A,23
"VIVES COMAS, JOAN JORDI","TUR ESCALAS, TONI",92,POBLENSE A,23
"MEFTAH ES SALEMY, BILAL","AGUILERA PERELLO, ADRIÀ",92,POBLENSE A,23
"JUANEDA JUANEDA, JOSEP","LEON JUAN, VICTOR",62,PENYA CIUTADELLA ESPORTIVA A,23
"CAPO MORA, MARC","FLORIT ANGLADA, JOSEP",62,PENYA CIUTADELLA ESPORTIVA A,23
"LOPEZ GONZALEZ, ALEJANDRO","MOLL PONS, ROBERTO",66,PENYA CIUTADELLA ESPORTIVA A,23
"ACHEKHLAF BENSSAID, AYOUD","TRIAY SASTRE, ADRIA",90,PENYA CIUTADELLA ESPORTIVA A,23
"ELIAS ARANDIA, SAMUEL ABEL","GARCIA ALBA, JAVIER",59,U D IBIZA A,23
"VALLS ANIORTE, TARIKU","BERNASCONI, SANTINO",62,U D IBIZA A,23
"RODRIGUEZ ROIG, ARIAN","MARTOS VERGARA, DANIEL",79,U D IBIZA A,23
"TORRES RIERA, LLUC","AGUILAR COSTA, MARTÍ",79,U D IBIZA A,23
"MESQUIDA URIBE, XAVIER","LEBRERO BENITEZ, HUGO",67,PENYA ARRABAL A,24
"SEGUI ESTEBAN, IAN","CRESPI BARRERA, LEONARDO",67,PENYA ARRABAL A,24
"ARIAS BESTARD, ENZO","HERRERA IGLESIAS, ADRIAN",71,PENYA ARRABAL A,24
"MUÑOZ BAIXAULI, JUAN","MORENO PUJOL, JAVIER",71,PENYA ARRABAL A,24
"MARTORELL MUDOY, JOAN","MAS MAIMO, JOSEP",81,PENYA ARRABAL A,24
"CANTALAPIEDRA LOBATO, IKER","BOSCH PULIDO, NIL",46,FERRERIES A,24
"ROTGER LÓPEZ, LLUC","PONS CARRERAS, ANGEL",60,FERRERIES A,24
"CAMPS CARETA, PERE","JANER BOSCH, NOFRE",71,FERRERIES A,24
"MBAYE RUIZ, MOUHAMAD YASIN","BOSCH VALDERRABANO, TONI",71,FERRERIES A,24
"DIALLO CONDE, ABDOURAHAMANE","MOLINA DONAIRE, DANIEL",55,MALLORCA B,24
"VERD ALONSO, ABEL","LAZARO TORRES, MARIO",55,MALLORCA B,24
"CORCINO MUÑOZ, ANDRES","HORRACH LLABRES, GERARDO",76,MALLORCA B,24
"COCA ANTELO, ANDREW","FRESNEDA HIDALGO, HUGO",88,MALLORCA B,24
"TEJADA LLADONET, ORIOL","MARTINEZ BELA, JAVIER",88,MALLORCA B,24
