cod_temporada,cod_competicion,cod_grupo,jornada,equipo_local,equipo_visitante,cod_acta,link_acta,acta_extraida
20,7077248,7077249,15,"SD LA SALLE ""A""","MANACOR ""A""",670643.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670643&cod_acta=670643,Si
20,7077248,7077249,15,"PENYA ARRABAL ""A""","U D IBIZA ""A""",670644.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670644&cod_acta=670644,Si
20,7077248,7077249,15,"FERRERIES ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670645.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670645&cod_acta=670645,Si
20,7077248,7077249,15,"PENYA INDEPENDENT ""A""","PLATGES DE CALVIA ""A""",670646.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670646&cod_acta=670646,Si
20,7077248,7077249,15,PALMA F.C.,"CONSTANCIA ""A""",670647.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670647&cod_acta=670647,Si
20,7077248,7077249,15,"SAN FRANCISCO ""B""","PLA DE NA TESA ""A""",670648.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670648&cod_acta=670648,Si
20,7077248,7077249,15,UD MAHON,"SANTA CATALINA ATº ""A""",670649.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670649&cod_acta=670649,Si
20,7077248,7077249,16,UD MAHON,SP. ATº CIUTAT DE PALMA,670650.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670650&cod_acta=670650,Si
20,7077248,7077249,16,"ANDRATX ""A""","POBLENSE ""A""",670651.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670651&cod_acta=670651,Si
20,7077248,7077249,16,"MANACOR ""A""","MALLORCA ""B""",670652.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670652&cod_acta=670652,Si
20,7077248,7077249,16,"U D IBIZA ""A""","SD LA SALLE ""A""",670653.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670653&cod_acta=670653,Si
20,7077248,7077249,16,"PENYA CIUTADELLA ESPORTIVA ""A""","PENYA ARRABAL ""A""",670654.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670654&cod_acta=670654,Si
20,7077248,7077249,16,"PLATGES DE CALVIA ""A""","FERRERIES ""A""",670655.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670655&cod_acta=670655,Si
20,7077248,7077249,16,"CONSTANCIA ""A""","PENYA INDEPENDENT ""A""",670656.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670656&cod_acta=670656,Si
20,7077248,7077249,16,"PLA DE NA TESA ""A""",PALMA F.C.,670657.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670657&cod_acta=670657,Si
20,7077248,7077249,16,"SANTA CATALINA ATº ""A""","SAN FRANCISCO ""B""",670658.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670658&cod_acta=670658,Si
20,7077248,7077249,17,SP. ATº CIUTAT DE PALMA,"ANDRATX ""A""",670659.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670659&cod_acta=670659,Si
20,7077248,7077249,17,"POBLENSE ""A""","MANACOR ""A""",670660.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670660&cod_acta=670660,Si
20,7077248,7077249,17,"MALLORCA ""B""","U D IBIZA ""A""",670661.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670661&cod_acta=670661,Si
20,7077248,7077249,17,"SD LA SALLE ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670662.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670662&cod_acta=670662,Si
20,7077248,7077249,17,"PENYA ARRABAL ""A""","PLATGES DE CALVIA ""A""",670663.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670663&cod_acta=670663,Si
20,7077248,7077249,17,"FERRERIES ""A""","CONSTANCIA ""A""",670664.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670664&cod_acta=670664,Si
20,7077248,7077249,17,"PENYA INDEPENDENT ""A""","PLA DE NA TESA ""A""",670665.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670665&cod_acta=670665,Si
20,7077248,7077249,17,PALMA F.C.,"SANTA CATALINA ATº ""A""",670666.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670666&cod_acta=670666,Si
20,7077248,7077249,17,"SAN FRANCISCO ""B""",UD MAHON,670667.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670667&cod_acta=670667,Si
20,7077248,7077249,18,PALMA F.C.,"SAN FRANCISCO ""B""",670668.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670668&cod_acta=670668,Si
20,7077248,7077249,18,"PENYA INDEPENDENT ""A""","SANTA CATALINA ATº ""A""",670669.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670669&cod_acta=670669,Si
20,7077248,7077249,18,"FERRERIES ""A""","PLA DE NA TESA ""A""",670670.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670670&cod_acta=670670,Si
20,7077248,7077249,18,"PENYA ARRABAL ""A""","CONSTANCIA ""A""",670671.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670671&cod_acta=670671,Si
20,7077248,7077249,18,"SD LA SALLE ""A""","PLATGES DE CALVIA ""A""",670672.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670672&cod_acta=670672,Si
20,7077248,7077249,18,"MALLORCA ""B""","PENYA CIUTADELLA ESPORTIVA ""A""",670673.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670673&cod_acta=670673,Si
20,7077248,7077249,18,"POBLENSE ""A""","U D IBIZA ""A""",670674.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670674&cod_acta=670674,Si
20,7077248,7077249,18,SP. ATº CIUTAT DE PALMA,"MANACOR ""A""",670675.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670675&cod_acta=670675,Si
20,7077248,7077249,18,"ANDRATX ""A""",UD MAHON,722944.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=722944&cod_acta=722944,Si
20,7077248,7077249,19,UD MAHON,PALMA F.C.,670677.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670677&cod_acta=670677,Si
20,7077248,7077249,19,"SAN FRANCISCO ""B""","PENYA INDEPENDENT ""A""",670678.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670678&cod_acta=670678,Si
20,7077248,7077249,19,"SANTA CATALINA ATº ""A""","FERRERIES ""A""",670679.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670679&cod_acta=670679,Si
20,7077248,7077249,19,"PLA DE NA TESA ""A""","PENYA ARRABAL ""A""",670680.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670680&cod_acta=670680,Si
20,7077248,7077249,19,"CONSTANCIA ""A""","SD LA SALLE ""A""",670681.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670681&cod_acta=670681,Si
20,7077248,7077249,19,"PLATGES DE CALVIA ""A""","MALLORCA ""B""",670682.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670682&cod_acta=670682,Si
20,7077248,7077249,19,"PENYA CIUTADELLA ESPORTIVA ""A""","POBLENSE ""A""",670683.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670683&cod_acta=670683,Si
20,7077248,7077249,19,"U D IBIZA ""A""",SP. ATº CIUTAT DE PALMA,670684.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670684&cod_acta=670684,Si
20,7077248,7077249,19,"ANDRATX ""A""","MANACOR ""A""",670532.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670532&cod_acta=670532,Si
20,7077248,7077249,20,"PENYA INDEPENDENT ""A""",PALMA F.C.,670686.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670686&cod_acta=670686,Si
20,7077248,7077249,20,"FERRERIES ""A""","SAN FRANCISCO ""B""",670687.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670687&cod_acta=670687,Si
20,7077248,7077249,20,"PENYA ARRABAL ""A""","SANTA CATALINA ATº ""A""",670688.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670688&cod_acta=670688,Si
20,7077248,7077249,20,"SD LA SALLE ""A""","PLA DE NA TESA ""A""",670689.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670689&cod_acta=670689,Si
20,7077248,7077249,20,"MALLORCA ""B""","CONSTANCIA ""A""",670690.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670690&cod_acta=670690,Si
20,7077248,7077249,20,"POBLENSE ""A""","PLATGES DE CALVIA ""A""",670691.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670691&cod_acta=670691,Si
20,7077248,7077249,20,SP. ATº CIUTAT DE PALMA,"PENYA CIUTADELLA ESPORTIVA ""A""",670692.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670692&cod_acta=670692,Si
20,7077248,7077249,20,"ANDRATX ""A""","U D IBIZA ""A""",670693.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670693&cod_acta=670693,Si
20,7077248,7077249,20,"MANACOR ""A""",UD MAHON,670694.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670694&cod_acta=670694,Si
20,7077248,7077249,21,UD MAHON,"PENYA INDEPENDENT ""A""",670695.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670695&cod_acta=670695,Si
20,7077248,7077249,21,PALMA F.C.,"FERRERIES ""A""",670696.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670696&cod_acta=670696,Si
20,7077248,7077249,21,"SAN FRANCISCO ""B""","PENYA ARRABAL ""A""",670697.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670697&cod_acta=670697,Si
20,7077248,7077249,21,"SANTA CATALINA ATº ""A""","SD LA SALLE ""A""",670698.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670698&cod_acta=670698,Si
20,7077248,7077249,21,"PLA DE NA TESA ""A""","MALLORCA ""B""",670699.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670699&cod_acta=670699,Si
20,7077248,7077249,21,"CONSTANCIA ""A""","POBLENSE ""A""",670700.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670700&cod_acta=670700,Si
20,7077248,7077249,21,"PLATGES DE CALVIA ""A""",SP. ATº CIUTAT DE PALMA,670701.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670701&cod_acta=670701,Si
20,7077248,7077249,21,"ANDRATX ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670549.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670549&cod_acta=670549,Si
20,7077248,7077249,21,"U D IBIZA ""A""","MANACOR ""A""",670703.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670703&cod_acta=670703,Si
20,7077248,7077249,22,"FERRERIES ""A""","PENYA INDEPENDENT ""A""",670704.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670704&cod_acta=670704,Si
20,7077248,7077249,22,"PENYA ARRABAL ""A""",PALMA F.C.,670705.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670705&cod_acta=670705,Si
20,7077248,7077249,22,"SD LA SALLE ""A""","SAN FRANCISCO ""B""",670706.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670706&cod_acta=670706,Si
20,7077248,7077249,22,"MALLORCA ""B""","SANTA CATALINA ATº ""A""",670707.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670707&cod_acta=670707,Si
20,7077248,7077249,22,"POBLENSE ""A""","PLA DE NA TESA ""A""",670708.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670708&cod_acta=670708,Si
20,7077248,7077249,22,SP. ATº CIUTAT DE PALMA,"CONSTANCIA ""A""",670709.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670709&cod_acta=670709,Si
20,7077248,7077249,22,"ANDRATX ""A""","PLATGES DE CALVIA ""A""",723163.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=723163&cod_acta=723163,Si
20,7077248,7077249,22,"MANACOR ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670711.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670711&cod_acta=670711,Si
20,7077248,7077249,22,"U D IBIZA ""A""",UD MAHON,670712.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670712&cod_acta=670712,Si
20,7077248,7077249,23,UD MAHON,"FERRERIES ""A""",670713.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670713&cod_acta=670713,Si
20,7077248,7077249,23,"PENYA INDEPENDENT ""A""","PENYA ARRABAL ""A""",723244.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=723244&cod_acta=723244,Si
20,7077248,7077249,23,PALMA F.C.,"SD LA SALLE ""A""",670715.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670715&cod_acta=670715,Si
20,7077248,7077249,23,"SAN FRANCISCO ""B""","MALLORCA ""B""",670716.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670716&cod_acta=670716,Si
20,7077248,7077249,23,"SANTA CATALINA ATº ""A""","POBLENSE ""A""",670717.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670717&cod_acta=670717,Si
20,7077248,7077249,23,"PLA DE NA TESA ""A""",SP. ATº CIUTAT DE PALMA,670718.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670718&cod_acta=670718,Si
20,7077248,7077249,23,"CONSTANCIA ""A""","ANDRATX ""A""",670719.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670719&cod_acta=670719,Si
20,7077248,7077249,23,"PLATGES DE CALVIA ""A""","MANACOR ""A""",670720.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670720&cod_acta=670720,Si
20,7077248,7077249,23,"PENYA CIUTADELLA ESPORTIVA ""A""","U D IBIZA ""A""",670721.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670721&cod_acta=670721,Si
20,7077248,7077249,24,"PENYA ARRABAL ""A""","FERRERIES ""A""",670722.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670722&cod_acta=670722,Si
20,7077248,7077249,24,"SD LA SALLE ""A""","PENYA INDEPENDENT ""A""",670723.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670723&cod_acta=670723,Si
20,7077248,7077249,24,"MALLORCA ""B""",PALMA F.C.,670724.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670724&cod_acta=670724,Si
20,7077248,7077249,24,"POBLENSE ""A""","SAN FRANCISCO ""B""",670725.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670725&cod_acta=670725,Si
20,7077248,7077249,24,SP. ATº CIUTAT DE PALMA,"SANTA CATALINA ATº ""A""",670726.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670726&cod_acta=670726,Si
20,7077248,7077249,24,"ANDRATX ""A""","PLA DE NA TESA ""A""",670727.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670727&cod_acta=670727,Si
20,7077248,7077249,24,"MANACOR ""A""","CONSTANCIA ""A""",670728.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670728&cod_acta=670728,Si
20,7077248,7077249,24,"U D IBIZA ""A""","PLATGES DE CALVIA ""A""",670729.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670729&cod_acta=670729,Si
20,7077248,7077249,24,"PENYA CIUTADELLA ESPORTIVA ""A""",UD MAHON,670730.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670730&cod_acta=670730,Si
20,7077248,7077249,25,UD MAHON,"PENYA ARRABAL ""A""",670731.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670731&cod_acta=670731,Si
20,7077248,7077249,25,"FERRERIES ""A""","SD LA SALLE ""A""",670732.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670732&cod_acta=670732,Si
20,7077248,7077249,25,"PENYA INDEPENDENT ""A""","MALLORCA ""B""",670733.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670733&cod_acta=670733,Si
20,7077248,7077249,25,PALMA F.C.,"POBLENSE ""A""",670734.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670734&cod_acta=670734,Si
20,7077248,7077249,25,"SAN FRANCISCO ""B""",SP. ATº CIUTAT DE PALMA,670735.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670735&cod_acta=670735,Si
20,7077248,7077249,25,"SANTA CATALINA ATº ""A""","ANDRATX ""A""",723193.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=723193&cod_acta=723193,Si
20,7077248,7077249,25,"PLA DE NA TESA ""A""","MANACOR ""A""",670737.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670737&cod_acta=670737,Si
20,7077248,7077249,25,"CONSTANCIA ""A""","U D IBIZA ""A""",670738.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670738&cod_acta=670738,Si
20,7077248,7077249,25,"PLATGES DE CALVIA ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670739.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670739&cod_acta=670739,Si
20,7077248,7077249,26,"SD LA SALLE ""A""","PENYA ARRABAL ""A""",670740.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670740&cod_acta=670740,Si
20,7077248,7077249,26,"MALLORCA ""B""","FERRERIES ""A""",670741.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670741&cod_acta=670741,Si
20,7077248,7077249,26,"POBLENSE ""A""","PENYA INDEPENDENT ""A""",670742.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670742&cod_acta=670742,Si
20,7077248,7077249,26,SP. ATº CIUTAT DE PALMA,PALMA F.C.,670743.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670743&cod_acta=670743,Si
20,7077248,7077249,26,"ANDRATX ""A""","SAN FRANCISCO ""B""",670744.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670744&cod_acta=670744,Si
20,7077248,7077249,26,"MANACOR ""A""","SANTA CATALINA ATº ""A""",670745.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670745&cod_acta=670745,Si
20,7077248,7077249,26,"U D IBIZA ""A""","PLA DE NA TESA ""A""",670746.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670746&cod_acta=670746,Si
20,7077248,7077249,26,"PENYA CIUTADELLA ESPORTIVA ""A""","CONSTANCIA ""A""",670747.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670747&cod_acta=670747,Si
20,7077248,7077249,26,"PLATGES DE CALVIA ""A""",UD MAHON,670748.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670748&cod_acta=670748,Si
20,7077248,7077249,27,UD MAHON,"SD LA SALLE ""A""",670749.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670749&cod_acta=670749,Si
20,7077248,7077249,27,"PENYA ARRABAL ""A""","MALLORCA ""B""",670750.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670750&cod_acta=670750,Si
20,7077248,7077249,27,"FERRERIES ""A""","POBLENSE ""A""",670751.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670751&cod_acta=670751,Si
20,7077248,7077249,27,"PENYA INDEPENDENT ""A""",SP. ATº CIUTAT DE PALMA,670752.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670752&cod_acta=670752,Si
20,7077248,7077249,27,PALMA F.C.,"ANDRATX ""A""",670753.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670753&cod_acta=670753,Si
20,7077248,7077249,27,"SAN FRANCISCO ""B""","MANACOR ""A""",670754.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670754&cod_acta=670754,Si
20,7077248,7077249,27,"SANTA CATALINA ATº ""A""","U D IBIZA ""A""",670755.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670755&cod_acta=670755,Si
20,7077248,7077249,27,"PLA DE NA TESA ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670756.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670756&cod_acta=670756,Si
20,7077248,7077249,27,"CONSTANCIA ""A""","PLATGES DE CALVIA ""A""",670757.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670757&cod_acta=670757,Si
20,7077248,7077249,28,"MALLORCA ""B""","SD LA SALLE ""A""",670758.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670758&cod_acta=670758,Si
20,7077248,7077249,28,"POBLENSE ""A""","PENYA ARRABAL ""A""",670759.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670759&cod_acta=670759,Si
20,7077248,7077249,28,SP. ATº CIUTAT DE PALMA,"FERRERIES ""A""",670760.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670760&cod_acta=670760,Si
20,7077248,7077249,28,"ANDRATX ""A""","PENYA INDEPENDENT ""A""",670761.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670761&cod_acta=670761,Si
20,7077248,7077249,28,"MANACOR ""A""",PALMA F.C.,670762.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670762&cod_acta=670762,Si
20,7077248,7077249,28,"U D IBIZA ""A""","SAN FRANCISCO ""B""",670763.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670763&cod_acta=670763,Si
20,7077248,7077249,28,"PENYA CIUTADELLA ESPORTIVA ""A""","SANTA CATALINA ATº ""A""",670764.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670764&cod_acta=670764,Si
20,7077248,7077249,28,"PLATGES DE CALVIA ""A""","PLA DE NA TESA ""A""",670765.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670765&cod_acta=670765,Si
20,7077248,7077249,28,"CONSTANCIA ""A""",UD MAHON,670766.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670766&cod_acta=670766,Si
20,7077248,7077249,29,UD MAHON,"MALLORCA ""B""",670767.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670767&cod_acta=670767,Si
20,7077248,7077249,29,"SD LA SALLE ""A""","POBLENSE ""A""",670768.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670768&cod_acta=670768,Si
20,7077248,7077249,29,"PENYA ARRABAL ""A""",SP. ATº CIUTAT DE PALMA,670769.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670769&cod_acta=670769,Si
20,7077248,7077249,29,"FERRERIES ""A""","ANDRATX ""A""",670770.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670770&cod_acta=670770,Si
20,7077248,7077249,29,"PENYA INDEPENDENT ""A""","MANACOR ""A""",670771.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670771&cod_acta=670771,Si
20,7077248,7077249,29,PALMA F.C.,"U D IBIZA ""A""",670772.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670772&cod_acta=670772,Si
